0,1
2016-09-22,CS @Amb_A_Mohammed: Mediation should remain relevant among the competing interests in the UN system #UNGA
2016-09-22,CS @Amb_A_Mohammed: Attended the 7th Ministerial Breakfast meeting of Friends of Mediation #UNGA
2016-09-22,Amina calls on UN Member States to focus on conflict prevention
2016-09-21,"CS @Amb_A_Mohammed: Kenya pledged 100,000 US$ towards the UN Peacebuilding Fund"
2016-09-21,CS @AMB_A_Mohammed: DP:Kenya recognizes humility and the role played by the outgoing UN Secretary General Ban KI-Moon in service to humanity
2016-09-21,https://t.co/DFPDpXcdzV
2016-09-20,"CS @AMB_A_Mohammed: Obama: The cure for what ails our democracies is greater engagement, not less"
2016-09-20,CS @AMB_A_Mohammed: Obama: The countries that have succeeded are the ones in which people feel they have a stake.
2016-09-20,CS @AMB_A_Mohammed: Obama: The forces of globalization have exposed deep fault lines across the globe.
2016-09-20,"CS @AMB_A_Mohammed: Incoming President of the GA, Peter Thomson addressed the 71st Session of the UN General Assembly"
2016-09-19,CS @AMB_A_Mohammed:Urged all partners to work together in a swift and coordinated manner towards managing the global refugees crisis
2016-09-19,CS @AMB_A_Mohammed: We explored opportunities of cooperation and capacity building in the energy sector
2016-09-18,CS @AMB_A_Mohammed:Some estimates indicate one in seven people around the world are migrants #UNGA71 @commowealthsec
2016-09-18,CS @AMB_A_Mohammed: The large movement of refugees and migrants is one of the major challenges of the 21st Century
2016-09-18,CS @AMB_A_Mohammed: With UNAIDS Exec.Dir.@Michel Sidibe` on arrival from Montreal @GlobalFund to N.York for #UNGA71
2016-09-17,Kenya donates Sh500m to Global Fund - Daily Nation
2016-09-15,CS @Amb_A_Mohammed:  The Tripartite Agreement calls for the voluntary and humane repatriation of Somali refugees
2016-09-15,CS @Amb_A_Mohammed: Kenya has played a frontline role in peace processes in the sub-region
2016-09-15,"CS @AMB_A_Mohammed: In attendance were diplomats, business executives, academics and media"
2016-09-15,"CS @AMB_A_Mohammed: The session was moderated by Dr. Mo Ibrahim, Founder &amp; Chair of Mo Ibrahim Foundation"
2016-09-15,CS @Amb_A_Mohammed: Acknowledged existing strong foundations for trade &amp; investment between Kenya &amp; UK
2016-09-14,CS @AMB_A_Mohammed : Arrived in the UK for the Kenya-UK Trade &amp; Investment Forum due in London tomorrow
2016-09-14,CS @AMB_A_Mohammed: The Heads of State agreed to immediately lift ban on miraa trade/flights from Kenya to Somalia
2016-09-14,CS @AMB_A_Mohammed:@PresidentKE &amp; H.E Hassan Sheikh Mohammed of Somalia held bilateral talks on the sideline of Igad
2016-09-02,"CS @AMB_A_Mohammed: The VWSA was established in 1946, initially called South African Motor Assemblers &amp; Distributors"
2016-09-02,"CS @AMB_A_Mohammed: Today's visit at the VWSA included a tour of the Volkswagen plant in Uitenhage, Port Elizabeth"
2016-09-01,"CS @AMB_A_Mohammed: The Trade Summit is an opportunity to address challenges, together exploit opportunities and form formidable friendships"
2016-08-27,Japan pledges $30 billion for Africa over next three years
2016-08-27,Heads of State take their positions for official opening #Ticad6 at KICC!
2016-08-27,Heads of state and government take their positions for official opening of #TICADVI at #KICC.
2016-08-27,#Ticad Special Envoy and Director General Amb. Ben Oguto addressing the Media ahead of official opening at #KICC.
2016-08-25,CS @AMB_A_Mohammed addressing Africa Women Leaders Symposium yesterday at Nairobi's Safari Park Hotel.
2016-08-25,H.E. Abe will be on official visit before @TICADVI
2016-08-19,@AMB_A_Mohammed: @TICADVI draws its unique mandate from the extraordinary commitment to collaborative development.
2016-08-19,"CS @AMB_A_Mohammed: @TICADVI Conference will be held in Kenya, first time in Africa, between August 27-28, 2016."
2016-08-18,Cabinet Secretary Amb Amina Mohamed on TICADVI Conference
2016-08-16,K24 Alfajiri: Up Close &amp; Personal with CS Amina Mohammed
2016-08-12,CS @AMB_A_Mohammed: Talks held with Hon Harjit Singh Sajjan centered on peace support operations in Africa
2016-07-29,CS @AMB_A_Mohammed: We reviewed latest developments in Horn of Africa &amp; discussed the Quito UN-Habitat Conference
2016-07-29,Journalists desirous of covering #TICAD6 kindly accredit yourself on the following link. 
2016-07-28,"CS @AMB_A_Mohammed: Held talks with Ms. Helen Clark, Administrator of UNDP, on sidelines of the UNSC open debate"
2016-07-28,CS @AMB_A_Mohammed: Emphasis should instead be placed on political engagement &amp; developmental approaches
2016-07-28,CS @AMB_A_Mohammed: Lesser emphasis should be placed on militarized responses to conflicts in Africa
2016-07-28,CS@AMB_A_Mohammed: Peacebuilding cannot succeed if half the population is excluded from the process
2016-07-21,Amb. Amina Mohamed on outcome of NAirobi #UNCTAD14
2016-07-20,Trade negotiators close to a deal as battle of wording continues
2016-07-20,CS Amina Mohammed on UNCTAD14 Draft Outcome Document
2016-07-20,"Wallace Kantai speaks to MFA PS Monica Juma on UNCTAD, elections for the AU Chair, and the situation in S. Sudan."
2016-07-19,PS Juma on peace in South Sudan
2016-07-19,PS Monica Juma Receives Kenyan Evacuees
2016-07-19,Travel advisory on South Sudan
2016-07-19,#UNCTAD14 President CS @AMB_A_Mohammed holds bilateral with  Czech Republic delegation to #UNCTAD14 Nairobi
2016-07-19,"#UNCTAD14 President CS @AMB_A_Mohammed, during bilateral meeting with EU Delegation to #UNCTAD14"
2016-07-17,CS @AMB_A_Mohammed: We expect two outcomes ;negotiated text outlining program of work for next 4 years ...
2016-07-17,HE @UKenyatta: SDG ambitious but achievable @AMB_A_Mohammed
2016-07-17,ATTN ALL MEDIA: CS AMB AMINA MOHAMED WILL GIVE A BRIEF ON UNCTAD14 AT THE FOREIGN MINISTRY OFFICE AT 2P.M. YOU ARE INVITED.
2016-07-16,Kenya in South Sudan returning home:
2016-07-16,"H.E @UKenyatta with Taib F. Fihri, Special Envoy of the King of Morocco when he delivered special message in Nairobi"
2016-07-14,UNCTAD 14  is in Nairobi ....be part of it.
2016-07-12,The ceremonial key for KICC was handed over to UNCTAD Secretary General Mukhisa Kituyi @AMB_A_Mohammed
2016-07-06,@Muki254 @HudumaKenya what is the matter Muki?
2016-07-06,Amb. Anthony Andanje presents his Credentials today to the Director General of the United Nations Office at Nairobi.
2016-06-28,CS @AMB_A_Mohammed: MOU between Business Botswana and Kenya National Chamber of Commerce was signed
2016-06-28,The Business Forum brings together business community from Botswana/ Kenya to share ideas and opportunities
2016-06-28,CS @AMB_A_Mohammed: One of the main exports from Kenya to Botswana is skilled human labour.
2016-06-28,CS @AMB_A_Mohammed: Over 600 Kenyans working and studying in Botswana attended the Botswana Diaspora meeting
2016-06-27,CS @AMB_A_Mohammed: H.E @UKenyatta was later hosted to a luncheon in his honour by H.E Dr. Seretse Khama Ian Khama
2016-06-25,"CS @AMB_A_Mohammed: Took note of the resolution by HE @UKenyatta &amp; HE Sheikh Mohamud on the need for orderly,humane &amp; dignified repatriation"
2016-06-25,CS @AMB_A_Mohammed: The Commission discussed the Modalities of the repatriation process.
2016-06-25,"ATTN MEDIA: Press Briefing by Tripartite Commission on Voluntary Repatriation of Somali Refugees,25 June,at 1PM at Foreign Affairs Ministry"
2016-06-23,"President @UKenyatta and Hailemariam Desalegn, PM of Ethiopia addressed the Business Forum CS @AMB_A_Mohammed"
2016-06-22,"CS @AMB_A_Mohammed:The JMC is a precursor to a 3-day State visit by H.E Hailemariam Desalegn,Ethiopia Prime Minister"
2016-06-21,Welcoming Werner Schultink to Kenya CS @AMB_A_Mohammed expressed satisfaction to UNICEF undertakings in the country.
2016-06-17,HE @UKenyatta signing visitors book after addressing the ACP Committee of Ambassadors in Brussels @AMB_A_Mohammed
2016-06-16,CS @AMB_A_Mohammed: Through a web Portal information on investment opportunities/management are available
2016-06-16,"CS @AMB_A_Mohammed: President @UKenyatta arrives for a meeting with Kenya Diaspora in Belgium,Brussels this evening"
2016-06-16,"TICAD VI Ministerial preparatory meeting in Banjul, Gambia. CS Mwangi Kiunjuri is leading Kenya's delegation."
2016-06-16,CS @AMB_A_Mohammed: in a tete- a-tete with an investor who lived in Kenya for many years and speaks good Kiswahili.
2016-06-14,CS @AMB_A_Mohammed: The 6th Ordinary Summit of ICGLR has appointed Amb Muburi Muita the Executive Secretary of ICGLR
2016-06-14,CS @AMB_A_Mohammed: The Summit convened to review the political &amp; security situation in the Great Lakes Region
2016-06-14,Six Kenyans among 30 most promising young entrepreneurs in Africa  
2016-06-13,"CS @AMB_A_Mohammed:  Received H.E President Kenyatta at the Quatro De Fevereiro Airport, Luanda, Angola this evening"
2016-06-13,Chinese FM meets Kenyan counterpart - CCTV News -
2016-06-12,CS @AMB_A_Mohammed: We express our gratitude for the gracious support &amp; for confidence reposed in our candidate
2016-06-12,"CS @AMB_A_Mohammed: In the briefing were Amb. Maikara, Amb. Muburi, Amb. Gaita and Kenya Embassy officials"
2016-06-12,CS @AMB_A_Mohammed: The Inter-Ministerial Committee meeting of the ICGLR is due to open this afternoon
2016-06-11,"CS @AMB_A_Mohammed: At the Quatro De Fevereiro Airport, Luanda, with Kenya's Amb. to Angola, Amb. Josphat Maikara"
2016-06-11,British Foreign Secretary Philip Hammond Visit to Kenya
2016-06-09,The Diplomats briefing is one of the many undertaken by Ministry of Foreign Affairs on relevant issues of concern.
2016-06-04,Today is the Kenya-Burundi Friendship Peace Run. Participants getting ready!
2016-06-02,Repatriation of refugees to be humane - Amina
2016-05-31,"Republic of Korea President Park Geun-ye escorted by @HonAdenDuale, lays a wreath at Jomo Kenyatta Mausoleum today."
2016-05-28,"South Korea, Turkey presidents arrive in Nairobi this week"
2016-05-24,CS @AMB_A_Mohammed: A DG from Africa will best articulate health challenges facing vulnerable parts of the world
2016-05-24,CS @AMB_A_Mohammed: Following proceedings during launch of Africa's bid for position of Director General of WHO
2016-05-24,CS @AMB_A_Mohammed: Committed to ensure UNCTAD XIV is a success both in substance &amp; in shaping a progressive agenda
2016-05-24,Delegates gather to discuss the environment - CCTV News -
2016-05-23,Deputy President William Ruto in Turkey for World Humanitarian Summit  via Capital News
2016-05-18,"CS @AMB_A_Mohammed: Held talks with Hon. Paolo Gentiloni, Italian Minister of Foreign Affairs &amp; Int'l Cooperation"
2016-05-18,CS @Amb_A_Mohammed: Highlighted opportunities available in Kenya for partnership in development of renewable energy
2016-05-18,CS @Amb_A_Mohammed: Urged Italian investors to boost Africa’s growing investments in a low-carbon future
2016-05-18,CS @Amb_A_Mohammed: Participated in panel discussion on economic sustainability at the 1st Italy Africa Conference
2016-05-11,H.E. @UKenyatta: We can longer depend on international markets. Our future resides in increasing intra-Africa trade.
2016-05-10,Amb S.K. Maina receives a Consignment of four Fire Fighter Engines Donated by Government of Japan to Nairobi County.
2016-05-09,African Union Executive Council holds 4th Ministerial retreat
2016-05-04,"Finally, South Africa relaxes visa rules for Kenyans"
2016-05-03,Kenyan students studying in South Africa will henceforth be issued with a 5-year study visa covering the entire duration of Study. /5
2016-05-03,"CS Joseph Nkaisserry &amp; his counterpart Malusi Gigaba are meeting in Office of the President, will address media at 11am at the same venue2/2"
2016-05-03,Kenyan and South African ministers responsible for Immigration currently meeting over long oustanding visa issues. 1/2.
2016-04-29,CS @AMB_A_Mohammed: Was accompanied by PS Planning Saitoti Torome and Johnson Weru Kenyan envoy to the EU
2016-04-29,"CS @AMB_A_Mohammed:The EPG report  will be presented to Heads of State &amp; Government at a meeting in Papua,New Guinea"
2016-04-29,CS @AMB_A_Mohammed: The Secretary General of ACP Dr. Patrick Gomez also addressed the meeting.
2016-04-29,CS @AMB_A_Mohammed: The report is on the future of ACP-EU partnership whose current agreement (Cotonou) ends in 2020
2016-04-27,"CS @AMB_A_Mohammed: Held a meeting with Cuban Council of State Vice President, Salvador Valdes Mesa in Cuba"
2016-04-27,CS @AMB_A_Mohammed : The Government of Cuba extended an invitation to HE @UKenyatta to visit Cuba
2016-04-27,CS @AMB_A_Mohammed:TICAD VI thematic areas are based on Africa's Agenda 2063 on transformation of Africa's economies
2016-04-27,CS @AMB_A_Mohammed: We are honoured to be hosting the TICAD Summit on behalf of the continent.
2016-04-27,"CS @AMB_A_Mohammed @ACP with Hon Joshua Setipa Trade Min, Lesotho &amp; Hon Kamina Smith, Foreign Trade Min, Jamaica"
2016-04-26,CS @AMB_A_Mohammed :Cuba agreed to train students in medicine &amp; engineering once an acceptable framework is in place
2016-04-26,"CS @AMB_A_Mohammed : Education, Sports and Investment opportunities."
2016-04-26,CS @AMB_A_Mohammed: Discussed &amp; agreed to enhance relations in areas of mutual interest including in health research
2016-04-25,"@AMB_A_Mohammed: Received at Jose` Marti` Int'l Airport, Cuba, by Gerardo Penaluer, Cuba's DG of Bilateral Affairs."
2016-04-24,"Kudos Peter Kiplagat, Patrick Kibet, Alfonce Kigen and Amos Kiplagat for taking 4 first position in Madrid Marathon."
2016-04-23,"CS @AMB_A_Mohammed: later held meeting with Jan Eliasson, Deputy Secretary General #UNGA"
2016-04-23,CS @AMB_A_Mohammed: Kenya joins parties to the UN Framework Convention on climate change in signing #Paris Agreement
2016-04-19,CS @AMB_A_Mohammed:The Ministers will discuss Country Situations &amp;Promotion of C'wealth Fundamental Political Values
2016-04-19,CS @AMB_A_Mohammed at a briefing with Amb. Lazarus Amayo and Amb. Jackline Yonga on arrival in London
2016-04-07,CS @AMB_A_Mohammed:  By imparting practical skills the system has helped keep youth unemployment in Germany below 8%
2016-04-07,CS @AMB_A_Mohammed: Accompanied @UKenyatta for a tour of the Berlin Chamber of skilled crafts &amp; small businesses
2016-04-07,CS @AMB_A_Mohammed: Following presentations on renewable green energy this afternoon at Adlershof Industrial Park
2016-04-07,CS @AMB_A_Mohammed: We need partnerships in value addition in order to bridge the trade deficit with Germany
2016-04-07,CS @AMB_A_Mohammed: Encouraged Germans to increase their commercial &amp; investment presence in Kenya
2016-04-07,CS @AMB_A_Mohammed: Following proceedings during the Kenya Germany business forum earlier this morning
2016-04-05,CS @AMB_A_Mohammed: Government has launched a diaspora web portal to ease the registration process
2016-04-05,CS @AMB_A_Mohammed: Appealed to Kenyans living abroad to register with their respective Embassies
2016-04-05,CS @AMB_A_Mohammed: Accompanied H.E President Kenyatta for a meeting with the Kenya diaspora in France this evening
2016-04-05,CS @AMB_A_Mohammed: Following proceedings during designation ceremony of H.E Mwai Kibaki as UNESCO special envoy
2016-04-05,CS @AMB_A_Mohammed: During the talks we signed the Agreement of Cooperation on Digital Literacy in Kenya
2016-04-05,"CS @AMB_A_Mohammed: More investments in the country will generate wealth, employment &amp; help grow the economy"
2016-04-05,CS @AMB_A_Mohammed: The forum is part of our robust economic diplomacy for creating wealth &amp; employment in Kenya
2016-04-05,CS @AMB_A_Mohammed: Forum also provided opportunity for Kenyan &amp; French investors to forge business partnerships
2016-04-04,CS @AMB_A_Mohammed: An MOU on financing last mile connectivity program at a 30m Euros grant &amp; 90m loan were signed
2016-04-04,CS @AMB_A_Mohammed: We explored ways of tackling the hurdles that constrain exportation of Kenyan products to France
2016-04-04,CS @AMB_A_Mohammed: H.E @UKenyatta inspects a guard of honor at the Cour des Domes Invalides in Paris
2016-04-04,CS @AMB_A_Mohammed: Joined H.E @UKenyatta when he was accorded full military honors by the French Republican Guard
2016-04-04,"With JICA Chief Rep. Mr. Keiko Sano, Ms Sakiho Yamazaki &amp; Tomoko Yakushigawa when they called on me last weekend."
2016-04-04,CS @AMB_A_Mohammed: A record 7 agreements which will inject 250m Euros into Kenya economy will be signed
2016-04-03,CS@AMB_A_Mohammed: Kenya &amp; France have established strong commercial ties. France is 6th largest investor in Kenya
2016-04-02,"One year later, we celebrate the lives of our compatriots who lost their lives on the hands of terrorists. We remain one! #GarissaMemorial"
2016-03-31,@WesChege present documents at City Square Post Office or Teleposta Huduma Centre!
2016-03-17,PS Dr Monica Juma &amp; PS Betty Maina during a briefing session for African Diplomatic Corps
2016-03-17,PS Amb Monica Juma presents ministry of @ForeignOfficeKE contribution to the national agenda
2016-03-11,PS Amb. Dr. Monica Juma held bilateral meeting with the #French Ambassador to Kenya Remi Marechaux @ForeignOfficeKE
2016-03-10,CS @AMB_A_Mohammed: An important 1st step to develop women leaders is to help them develop confidence &amp; self-esteem
2016-03-10,CS @AMB_A_Mohammed : The women leaders still represent too small a percentage of leaders overall @Awak2016
2016-03-04,"CS @AMB_A_Mohammed  &amp; Dr. Mukhisa Kituyi Secretary General,UNCTAD sign UNCTAD 14 Country Agreement in  her office."
2016-03-02,"17th Ordinary Summit of EAC Heads of State ends in Arusha, Tanzania."
2016-03-02,President @UKenyatta in a tete-a-tete with his host Tanzania President John P. J. Magufuli before EAC Summit today.
2016-02-26,CS @Amb_A_Mohammed: UPU also develops int’l standards to improve exchange of information between postal operators
2016-02-26,CS @Amb_A_Mohammed: It is responsible for setting rules for international mail exchanges
2016-02-26,CS @AMB_A_Mohammed: AU endorsed the candidature during the 26th Session of AU Summit in January 2016 in Ethiopia
2016-02-26,CS @AMB_A_Mohammed: Urged Reps of Missions in Geneva to support re-election of Amb Bishar Mohamed as DG of UPU
2016-02-25,CS @AMB_A_Mohammed: Assured investors that Kenya has a policy &amp; regulatory environment hospitable to bussiness
2016-02-25,CS @AMB_A_Mohammed: Total trade between the two countries was below Kshs. 7 billion in 2014
2016-02-25,UN peacebuilding body highlights need to address root causes of conflict for sustainable peace
2016-02-24,CS @AMB_A_Mohammed: Kenya is seeking to establishing a farm based on the Kibbutz model in the Galana Kalalu Project
2016-02-24,CS @AMB_A_Mohammed: A Kibbutz is a communal system where people live &amp; engage in commercial activities together
2016-02-23,CS @AMB_A_Mohammed: Kenya &amp; Israel have agreed to extend the small-holder irrigation program in Kenya
2016-02-23,"CS @AMB_A_Mohammed: Under the Declaration, Kenya will benefit from expertise of Israel in water resources management"
2016-02-23,CS @AMB_A_Mohammed: Joined @UKenyatta for bilateral talks with President Rivlin this morning in Jerusalem
2016-02-18,"MFA/IT's CS &amp; PS with @UKenyatta &amp; @WilliamsRuto at State House with outgoing Algerian Amb. to Kenya, Saad Maandi."
2016-02-16,CS @AMB_A_Mohammed: EU and Kenya expressed willingness to explore further areas of cooperation in peace &amp; security
2016-02-16,CS @AMB_A_Mohammed:EU expressed import of adequate/timely funding to IEBC to enable credible free &amp; fair elections
2016-02-16,CS @AMB_A_Mohammed: With CS @HKRotich during the 1st formal political dialogue session between Kenya and EU
2016-02-12,PS @Amb. Monica Juma briefing Members of the #DiplomaticCorps on the outcome of #26thAssembly of the #AfricanUnion
2016-02-10,CS @AMB_A_Mohammed with Omani Minister of Trade and Industry Dr. Ali bin Massoud al Sunaidi in Muscat
2016-01-31,CS @AMB_A_Mohammed: We discussed security situation in the region &amp; reviewed ongoing peace processes
2016-01-31,"CS @AMB_A_Mohammed: TICAD VI 2016 will be held on 27-28 August, 2016 in Nairobi"
2016-01-30,CS @AMB_A_Mohammed: Talks centred on bilateral issues as well as peace and security in the region
2016-01-30,"CS @AMB_A_Mohammed: Held talks with Ms. Helen Le Gal, Advisor on African Affairs to the President of France"
2016-01-30,CS @AMB_A_Mohammed: UN S. G: Extremism flourishes when rights are violated &amp; political space shrinks #26AUSummit
2016-01-30,AMINA MOHAMED: Meeting was turning point for world trade
2016-01-30,CS @AMB_A_Mohammed: I proposed the idea of an Amisom Summit Level Troop Contributing Countries (TCC) meeting
2016-01-30,CS @AMB_A_Mohammed: The Session reviewed the situation in Somalia &amp; South Sudan &amp; deliberated on the way forward
2016-01-29,CS @AMB_A_Mohammed: The Council also deliberated on &amp; adopted a draft decision on the International Criminal Court
2016-01-29,CS @AMB_A_Mohammed: Consensus on candidates will help avoid fragmenting Africa's vote in the bid for int'l positions
2016-01-29,CS @AMB_A_Mohammed: This morning the Council discussed Report of the Ad Hoc Committee on the scale of Assessment
2016-01-29,CS @AMB_A_Mohammed: Attended the Presidential Infrastructure Championing Initiative working breakfast (PICI)
2016-01-28,CS @AMB_A_Mohammed: Briefed the EAC Executive Council on Kenya's candidature for the Executive Secretary of ICGLR
2016-01-28,"CS @AMB_A_Mohammed: Held talks with Mr. Seiji Kihara, Japan's Minister for Foreign Affairs this afternoon in Addis"
2016-01-28,CS @AMB_A_Mohammed: Kenya is grateful for AU support in operationalizing African Institute of Remittances in Nairobi
2016-01-25,"CS @AMB_A_Mohammed with Ms. Marie-Gabrielle Ineichen-Fleisch, State Secretary for Economic Affairs in @Davos"
2016-01-25,"CS @AMB_A_Mohammed: We discussed the importance of flexible and inclusive,broader conversation"
2016-01-25,CS @AMB_A_Mohammed: We need to build on the Nairobi Outcome going forward
2016-01-22,"CS @AMB_A_Mohammed: On multilateral trade agenda,there is need to prioritize ongoing work where results have not yet been achieved."
2016-01-22,CS @AMB_A_Mohammed : leverage on the strong commitments of all members that there remains to advance negotiations on remaining Doha issues
2016-01-22,CS @AMB_A_Mohammed: There is need to reconcile the different views members have on how to address the negotiations
2016-01-22,CS @AMB_A_Mohammed :Nairobi has been a success w/ several noteworthy results including those on agriculture &amp; LDCs
2016-01-22,"CS @AMB_A_Mohammed: Working lunch invitation by H.E Ms. Lilianne Ploumen, Minister for Foreign Trade of Netherlands"
2016-01-20,"PS Amb. Monica Juma today received $10,000 ICT equipment from for Diaspora Division from IOM's Mr. Michael Pillinger"
2016-01-16,Kenyatta nominates Lt. Njoroge to lead South Sudan peace deal
2016-01-15,CS @AMB_A_Mohammed:C-10 shall continue canvassing for a Common African Position to address the historical injustice
2016-01-15,CS @AMB_A_Mohammed :4.The size of an enlarged Security Council and 5. The Relationship between the General Assembly and the Security Council
2016-01-14,The co-chairs urged Foreign Ministers &amp; Delegates to make history in Windhoek by developing concrete African Common Position on UNSC reforms
2016-01-08,World Trade Organization’s 10th Ministerial Conference in Nairobi
2016-01-07,"ANGOLAN, KENYAN FOREIGN MINISTERS DISCUSS BILATERAL CO-OPERATION"
2016-01-07,Kenya and Ethiopia: A cross-border initiative to advance peace and development - By @amb_a_Mohammed &amp; @DrTedros
2016-01-07,PS @Karanjakibicho with Mr Yang Tao Special Rep. of Chinese Foreign Affairs Ministry on UN Affairs &amp; Amb. Liu Xianfa
2016-01-05,Nairobi to reap big from conference tourism in 2016
2016-01-05,@ngatia27 @AMB_A_Mohammed Relationship between countries is complex. Rest assured Kenya is engaged on Burundi issue.
2015-12-30,@konvill send details to diaspora@MFA.go.ke
2015-12-21,CS @AMB_A_Mohammed:Paid a courtesy call to H.E Omar Suleiman President of the Council of States(Senate) of The Sudan
2015-12-21,CS @AMB_A_Mohammed: Conveyed appreciation on His Excellency Uhuru Kenyatta invitation to visit The Sudan next year
2015-12-21,"CS @AMB_A_Mohammed: We agreed on Economic Cooperation in trade, investment protection &amp; avoidance of double taxation"
2015-12-21,CS @AMB_A_Mohammed expressed gratitude to the Government of Sudan for sponsoring Kenya students studying in Sudan
2015-12-21,"Press Alert: Diaspora Homecoming Reception is happening December 21-21, 2015 at Safari Park Hotel, Nairobi. Highlight today: Address by.../1"
2015-12-20,CS @AMB_A_Mohammed:H.E Uhuru visit is meant to give impetus to &amp; cementing sustainable cooperation btwn Kenya-Sudan
2015-12-20,CS @AMB_A_Mohammed: Issues pertaining to the ICC are new phenomenon which have impeded cooperation with some parts of developed countries
2015-12-18,@karanjakibicho: We are hopeful that it will form part of the final outcome for Nairobi./14
2015-12-18,@karanjakibicho: Agreement on flexible rules of origin for exports from LDCs will promote exports&amp; integration into int’l trading system./10
2015-12-18,"@karanjakibicho: This is a watershed, Innovative Agreement that will boost trade for our emerging IT Sector./7"
2015-12-18,PS @Karanjakibicho: #WTO E-Commerce agreement is to maintain the current practice of not imposing customs duties on electronic transmissions
2015-12-17,Don't miss the Diaspora Conference to be held on Monday 21st and 22 Dec at the Safari Park Hotel.
2015-12-17,"@JesseKenya @AMB_A_Mohammed @OleItumbi That information is available through speeches, talking points and pronouncements shared right here."
2015-12-16,Ministry will hold a 2day Diaspora conference 21-22 Dec at Safari Park Hotel. Objectives are 2 fold. To launch Diaspora Comms Strategy;/1
2015-12-15,@AMB_A_Mohammed: It's my hope that this conference sends a strong message of multilateralism #MC10 #WTO
2015-12-13,"CS @AMB_A_Mohammed address a press conference, gives line up of activities for the WTO conference"
2015-12-12,President Kenyatta urges @WTO members to deliver a successful outcome at Nairobi Conference
2015-12-12,@ke_nyarotho @AMB_A_Mohammed Kindly check communiqué issued earlier today! It has all the details you may want to have.
2015-12-12,"STOP PRESS! Amb. Amina Mohamed, CS MFA/IT will tomorrow Sunday Dec.13, 2015, at 2pm address the press at KICC on WTO MC10 expectations!"
2015-12-11,@Zinduko @AMB_A_Mohammed These are donations from Toyota for use during the period of MC10 period and reverts back to them thereafter.
2015-12-11,African Institute for Remittances (AIR) Networking and Consultative Forum
2015-12-07,Amb.Nelson Ndirangu discuss WTO on KBC tonight. Is Kenya ready to host 7000 delegates? What are the logistics in place? Follow discussion
2015-12-03,"PS @Karanjakibicho today held a meeting with Mr Aziz Bhaloo, Diplomatic Representative, Aga Khan Development Network"
2015-11-30,@SNKINUTHIA Inclusion of such request in the itinerary need to be made way in advance. Ah hoc appointment can't work!
2015-11-28,Commonwealth elects Baroness Patricia Scotland as Secretary General
2015-11-26,CS @AMB_A_Mohammed: Meeting reviewed progress of the Bureau committee negotiating texts on Kenya's requests to ASP
2015-11-25,"Harmonize budgets to improve service delivery, PS @karanjakibicho urges Government "
2015-11-24,@ekwamba The landline is working perfectly well!
2015-11-23,CS @AMB_A_Mohammed: Following proceedings during Kenya's side event on Fair trial in the Rome Statute system
2015-11-23,CS @AMB_A_Mohammed: We discussed the Omnibus Resolution that will contain the outcome decisions of the ASP
2015-11-20,CS @AMB_A_Mohammed: We must be alive to the source of the legitimacy of our institutions
2015-11-20,CS @AMB_A_Mohammed: Maintained that the request is not sub judice or an interference with the independence of ICC
2015-11-20,CS @AMB_A_Mohammed: Presented Kenya's requests to the 14th Session of the Assembly of State Parties for debate
2015-11-20,PS @karanjakibicho make presentation during Medium Term Expenditure Framework public sector hearing on today at KICM
2015-11-20,CS @AMB_A_Mohammed: Meeting focussed on mobilizing support for Kenya's twin requests to the ASP
2015-11-19,CS @AMB_A_Mohammed: Attended the African Group meeting with ICC Prosecutor Fatou Bensouda this afternoon
2015-11-19,"CS @AMB_A_Mohammed: The meeting was chaired by co-ordinator of the African Group, Amb. Karin Ben Becher of Tunisia"
2015-11-19,CS @AMB_A_Mohammed: Joined my African counterparts &amp; African Ambassadors for the African Group meeting
2015-11-19,CS @AMB_A_Mohammed: Held a consultative meeting with the Kenya delegation at The Hague earlier this morning
2015-11-18,CS @AMB_A_Mohammed: Our continued acceptance of the status quo will undermine legitimacy of ICC &amp; its core mandates
2015-11-18,CS @AMB_A_Mohammed: Amendments to Rules of Procedure &amp; Evidence should not undermine the rights of accused persons
2015-11-18,CS @AMB_A_Mohammed: ASP is a legislative body composed of State Parties that have joined the Int'l Criminal Court
2015-11-18,"Are you a journalist desiring to cover WTO MC10? Registration is ongoing online.
Deadline Dec 1, 2015.Register NOW!"
2015-11-17,CS @AMB_A_Mohammed: The meeting centered on key issues Kenya will raise during the 14th Session of ASP
2015-11-17,"CS @AMB_A_Mohammed: Held talks with my South African counterpart, Nkoana- Mashabane this morning at The Hague"
2015-11-05,President Mahama visits Kenya Expo 2015 -
2015-11-04,CS @amb_a_mohammed held consultations with outgoing UK High Commissioner to Kenya H.E. @HCCTurner who called on her.
2015-11-03,Global payments portal to ease Kenyan businesses importing woes
2015-11-02,@WanjeriNderu @fiona_theartist @C_NyaKundiH @LeonLidigu Details on course of death cannot be released to third parties; families briefed.
2015-10-31,@wamalware kindly send to mfapress@mfa.go.ke
2015-10-30,CS @AMB_A_Mohammed: The meeting discussed ways of ensuring accessibility to ARVs &amp; ending the AIDS epidemic by 2030
2015-10-29,CS @AMB_A_Mohammed: Summit will also explore new areas of cooperation including health &amp; sustainable blue economy
2015-10-29,CS @AMB_A_Mohammed: Joined H.E @UKenyatta for the 3rd India -Africa Forum Summit in New Delhi
