,Date,Text
669,2020-12-09,"Kenya🇰🇪 and Ethiopia🇪🇹 today reaffirmed their commitment to the continued implementation of cross-border infrastructure projects. #KenyaEthiopiaRelations | @AbiyAhmedAli 

Read more:"
670,2020-12-09,"The two leaders said the mega project, which is the anchor investment for the LAPSSET corridor by Kenya🇰🇪 and its supporting infrastructure will open up and expand regional economies thereby creating the much needed wealth and employment opportunities. #KenyaEthiopiaRelations"
671,2020-12-09,"President Uhuru Kenyatta and Prime Minister Dr. @AbiyAhmedAli of Ethiopia🇪🇹 address the media shortly after inspecting ongoing developments at the new 32-berth Lamu Port where the first 3 berths are under construction with the 1st berth already complete. 

#KenyaEthiopiaRelations"
672,2020-12-09,"2/2 The leaders, who have been joined by Kenyan opposition leader @RailaOdinga, are expected to inspect ongoing works at the new Lamu Port this afternoon. #KenyaEthiopiaRelations | @PMEthiopia"
673,2020-12-09,1/2 President Uhuru Kenyatta and visiting Prime Minister of Ethiopia🇪🇹 Dr. @AbiyAhmedAli have arrived in Lamu County from Marsabit County where they commissioned the Moyale One-Stop Border-Post and the 500-kilometer Hawassa-Hagere Mariam-Moyale Road. #KenyaEthiopiaRelations
674,2020-12-09,"President Kenyatta, Ethiopia PM Abiy Ahmed inaugurate Moyale border post

Read more:"
675,2020-12-09,"@AbiyAhmedAli @PMEthiopia @BaloziYatani @KeTreasury 3/3 At the same time, the two leaders cautioned individuals fanning communal conflicts in the region saying both Kenyan and Ethiopian authorities won't relent in their concerted efforts to ensure peace and tranquility along the common border. | @AbiyAhmedAli @BaloziYatani"
676,2020-12-09,@AbiyAhmedAli @PMEthiopia @BaloziYatani @KeTreasury 2/3 The President and the Prime Minister said the new cross-border infrastructure will help promote regional integration and trade through increased people-to-people interactions. #KenyaEthiopiaRelations | @AbiyAhmedAli @PMEthiopia @BaloziYatani @KeTreasury
677,2020-12-09,1/3 President Uhuru Kenyatta and Prime Minister Dr @AbiyAhmedAli of Ethiopia speak to Moyale residents on the Kenyan side of the common border at the start of the Ethiopian leader's two-day official visit to Kenya. #KenyaEthiopiaRelations | @PMEthiopia @BaloziYatani @KeTreasury
678,2020-12-09,@BaloziYatani @KeTreasury @AbiyAhmedAli @PMEthiopia 3/3 The two leaders said the new infrastructure will help enhance regional economic integration and advised Moyale residents to take advantage of the facilities especially the OSBP to grow cross-border trade. #KenyaEthiopiaRelations | @AbiyAhmedAli @BaloziYatani @KeTreasury
679,2020-12-09,@BaloziYatani @KeTreasury 2/3 The Hawassa-Hagere Mariam-Moyale Road is a key segment of the Mombasa-Nairobi-Addis Ababa Road Corridor and the Trans African Highway. #KenyaEthiopiaRelations | @AbiyAhmedAli @PMEthiopia @BaloziYatani @KeTreasury
680,2020-12-09,1/3 President Kenyatta and Prime Minister Abiy Ahmed speak to Moyale residents on the Ethiopian side of the common border shortly after inaugurating the One-Stop Border Post (OSBP) and the 500km Hawassa-Hagere Mariam-Moyale Road. #KenyaEthiopiaRelations @BaloziYatani @KeTreasury
681,2020-12-09,"LIVE: Inauguration of the Moyale One Stop Border Post in Marsabit County by the Prime Minister of Ethiopia Dr @AbiyAhmedAli and President Uhuru Kenyatta.

https://t.co/HmFhfkmQfV

#KenyaEthiopiaRelations | @PMEthiopia @BaloziYatani @KeTreasury"
682,2020-12-09,@AbiyAhmedAli @PMEthiopia @BaloziYatani @KeTreasury 2/2 The two leaders will inaugurate the border post before heading to Lamu County where they will inspect the ongoing construction of Lamu Port. #KenyaEthiopiaRelations | @PMEthiopia @BaloziYatani @KeTreasury
683,2020-12-09,"1/2 President Uhuru Kenyatta receives Dr @AbiyAhmedAli, Prime Minister of Ethiopia at the Moyale One-Stop Border Post in Marsabit County at the start of the Ethiopian leader's two-day official visit to Kenya. #KenyaEthiopiaRelations | @PMEthiopia @BaloziYatani @KeTreasury"
684,2020-12-07,"Spokesperson's Office
State House, Nairobi 

7th December 2020

Press Release

Official visit by H.E Dr Abiy Ahmed, Prime Minister of the Federal Democratic Republic of Ethiopia

Read more:"
685,2020-12-05,"The President listens to a sermon by South African cleric Rev Frank Chikane at Christ Is The Answer Ministries in Karen, Nairobi County during the Consecration Service of Rev Calisto Odede who takes over from Bishop David Oginde as the Presiding Bishop of CITAM
#PassingOnTheBaton"
686,2020-11-16,"3/3 The President spoke Monday evening at State House, Nairobi during a meeting with Ethiopia's Deputy Prime Minister and Minister for Foreign Affairs Demeke Mekonnen who paid him a courtesy visit. 

Read more:"
687,2020-11-16,2/3 The President cautioned against a full blown conflict in the country saying Kenya and Ethiopia have for long served as anchor states for regional peace and stability.
688,2020-11-16,1/3 President Uhuru Kenyatta has urged parties to the ongoing internal conflict in Ethiopia to find peaceful means to end the crisis.
689,2020-11-12,"President Kenyatta mourns former Ghanaian President Jerry Rawlings

Read more:"
690,2020-11-12,"Similarly, we are proactively consulting with the United States of America for a solution that will ensure Kenya’s continued access to the United States market beyond 2025 when the African Growth and Opportunity Act comes to an end without the need for that Pact’s further renewal"
691,2020-11-12,"We are engaging with the United Kingdom to evolve an arrangement that will guarantee us continued access to the United Kingdom Market, following its exit from the European Union. - President Kenyatta | #StateOfTheNation #SOTNKe2020"
692,2020-11-12,"1/2 In March 2018, Kenya and Ghana were the first countries to not only sign but also ratify the landmark agreement creating the African Continental Free Trade Area. - President Kenyatta | #StateOfTheNation #SOTNKe2020"
693,2020-11-12,"Further, the Kisumu Port Rehabilitation works are complete, and the new port is already processing fuel products to Uganda. - President Kenyatta | #StateOfTheNation #SOTNKe2020"
694,2020-11-11,"President Kenyatta mourns Bahrain Prime Minister Sheikh Khalifa bin Salman

Read more:"
695,2020-11-09,"2/2 The Heads of State discussed subjects of mutual interest to Kenya🇰🇪 and Italy🇮🇹 among them trade and investment, tourism and the fight against #Covid19. @Quirinale"
696,2020-11-07,"@Quirinale 4/4 During the visit, the two leaders discussed several subjects of mutual interest between Kenya and Italy top among them trade and investment, tourism, and the global fight against #Covid_19. | @Quirinale"
697,2020-11-07,"President Kenyatta makes history as the first Kenyan Head of State to make an Official Visit to the State of the Vatican City, get the rare private audience with the Holy Father and hold bilateral talks with the top leadership of the Holy See led by Cardinal Bishop Pietro Parolin"
698,2020-11-06,1/3 President Uhuru Kenyatta kicked off his Official Visit to the State of the Vatican City today with a meeting with his host His Holiness Pope Francis at the Vatican Palace.
699,2020-10-31,"3/3 President Kenyatta wished his Tanzanian counterpart good health and success as he settles into office for his second term and assured of Kenya's continued collaboration with his administration.

Read more:"
700,2020-10-31,"2/3 The President said President Magufuli's re-election demonstrates the deep love, confidence and trust the people of Tanzania have in his leadership."
701,2020-10-31,1/3 President Uhuru Kenyatta has sent a message of congratulations to his Tanzanian counterpart John Pombe Magufuli following his re-election in the just concluded General Election.
702,2020-10-22,"During his inspection tour of improvement works at Kisumu Port, the Head of State witnessed the loading of eleven wagons of industrial sugar on MV Uhuru. The vessel is ferrying the 435 tonnes dry cargo to Port Bell in Uganda."
703,2020-10-18,"2/2 In his message of goodwill, President Kenyatta wished Prime Minister Ardern good health and success as she steers her nation to greater prosperity and pledged Kenya's continued solidarity with New Zealand as a valued bilateral and multilateral partner | @jacindaardern"
704,2020-10-18,"1/2 President Uhuru Kenyatta has sent a congratulatory message to Prime Minister Jacinda Ardern of New Zealand following her re-election for a second term in office. Prime Minister Ardern's Labour Party won the elections with a historic margin, winning 64 seats in Parliament."
705,2020-10-15,"President Uhuru Kenyatta today at State House, Nairobi hosted Former Nigerian President Olusegun Obasanjo who paid him a courtesy visit. The two leaders discussed an array of subjects including Africa's peace and stability, integration and development."
706,2020-10-05,"2/2 In their meeting at Heliopolis Palace in Cairo, the two African Heads of State discussed a number of subjects of mutual interest between Kenya🇰🇪 and Egypt🇪🇬 among them regional peace and security, trade and Africa's response to #Covid_19."
707,2020-10-05,"1/2 On his way from France🇫🇷 last evening, President Uhuru Kenyatta made a stopover in Egypt during which he paid his Egyptian counterpart President Abdel Fattah Al-Sisi a courtesy call."
708,2020-10-04,"President Uhuru Kenyatta on a guided tour of Quartier Rive Gauche urban renewal and Station F innovation hub projects in downtown Paris, France🇫🇷."
709,2020-10-02,"3/3 President Kenyatta spoke Friday in Paris during a France-Kenya business forum hosted by MEDEF, the largest French business consortium in the world."
710,2020-10-01,President Uhuru Kenyatta is received at Elysee Palace by his host President @EmmanuelMacron at the start of his official visit to France🇫🇷.
711,2020-10-01,"2/2 The President spoke Thursday when he delivered the key note speech at the 6th BPIfrance Inno Generation business forum at Accor Arena in Paris, France🇫🇷. He was the chief guest at the conference which is the largest annual congregation of French entrepreneurs and innovators."
712,2020-10-01,"1/3 President Uhuru Kenyatta kicked off his official visit to France🇫🇷 on Wednesday evening at Elysee Palace where he was received by his French host Emmanuel Macron. Elysee Palace is the French President's official residence. 

Read more:"
713,2020-09-29,"President Uhuru Kenyatta has joined other world leaders in mourning the Emir of Kuwait🇰🇼, His Highness Sheikh Sabah al-Ahmad al-Jaber al-Sabah. 

Read more:"
714,2020-09-21,"President Uhuru Kenyatta has applauded President Salva Kiir and the people of South Sudan for the progress achieved in search of peace and stability in their country and the neighbouring Republic of Sudan. 

Read more: "
715,2020-09-17,"President Kenyatta congratulates new Japan Prime Minister, bids farewell to PM Shinzo Abe

Read more:"
716,2020-08-21,"African leaders condemn Mali coup, demand immediate release of detained President Boubacar Keïta

https://t.co/4KKSFwOBwa"
717,2020-07-24,"Tribute by President Uhuru Kenyatta to H.E. Benjamin William Mkapa (Third President of the United Republic of Tanzania🇹🇿)
https://t.co/dAOUNHQcz4"
718,2020-07-24,3/3  President Kenyatta wished the family of the Former President and all Tanzanians God's comfort and fortitude as they mourn their departed leader.
719,2020-07-24,"2/3  In his message of comfort, the President mourned the departed Tanzanian leader as an outstanding East African who worked tirelessly for the integration, peace and progress of the region."
720,2020-07-24,"1/3  President Uhuru Kenyatta has sent a message of condolence to President John Joseph Pombe Magufuli, the People of the United Republic of Tanzania🇹🇿 and the family of Former President Benjamin Mkapa who passed away earlier today."
721,2020-07-21,"President Uhuru Kenyatta has commended the progress made towards the resolution of the stand-off between Egypt, Sudan and Ethiopia on the utilization of the Nile River water.

https://t.co/EmqTV14LN6"
722,2020-07-19,"2/4 The Head of State described the departed Georgia Congressman as a freedom icon, gifted orator and political maverick who served in the US🇺🇸 Congress for a record 17 terms, starting in 1986."
723,2020-07-14,"President Kenyatta commends progress in South Sudan🇸🇸 peace process despite Covid-19 disruption
https://t.co/rGWuR6OAGA"
724,2020-07-13,"2/2 Amb Mandela, who until her death was her country's Ambassador to Denmark, is the daughter of South Africa's first black President Nelson Mandela and freedom icon Winnie Mandela. The President wished the Mandela family God's comfort as they mourn their departed kin."
725,2020-07-13,"1/2 President Uhuru Kenyatta has sent a message of condolence to President Cyril Ramaphosa, the Mandela family and the People of the Republic of South Africa🇿🇦 following the death of Amb. Zindziswa Mandela. #RIPZinziMandela"
726,2020-07-04,"President Uhuru Kenyatta today at State House, Nairobi held private talks with British Prime Minister The Rt. Hon. @BorisJohnson during which the two leaders agreed to start negotiations for a Kenya-United Kingdom (UK) post Brexit trade agreement. 🇰🇪🇬🇧
https://t.co/AAvvViVYoA"
727,2020-06-28,"Congratulatory message to H.E. Lazarus Chakwera, President of the Republic of Malawi🇲🇼 from H.E. President Uhuru Kenyatta 
https://t.co/DPk7Q8Kc27"
728,2020-06-26,"President Uhuru Kenyatta has said the much anticipated trade talks between Kenya and the United States of America will start on 7th July 2020. 
https://t.co/ukTgqlFyXN"
729,2020-06-18,"3/3 The President assured his new Burundi counterpart of Kenya's readiness to work with his administration for the peace, stability and progress of his country, the Great Lakes Region and the East African Community."
730,2020-06-18,2/3 President Kenyatta wished the new Burundi leader success and good health as he settles into office to steer his country on the path of prosperity.
731,2020-06-18,1/3 His Excellency President Uhuru Kenyatta has congratulated His Excellency President Évariste Ndayishimiye of the Republic of Burundi🇧🇮 following his inauguration in Bujumbura today.
732,2020-06-17,"China pledges solidarity with Africa in Covid-19 fight
https://t.co/ijEi3gSuRw"
733,2020-06-12,"Presidential Proclamation with respect to the death of H.E. Pierre Nkurunziza, President of the Republic of Burundi 🇧🇮 

https://t.co/BcdjvRBeMM"
734,2020-06-09,"3/3 The President said death had robbed East Africa of a prominent leader whose contribution to the integration and progress of the region shall be sorely missed, and prayed for God's calming comfort as the family, people of Burundi and East Africans mourn their departed leader."
735,2020-06-09,"2/3 In his message, President Kenyatta termed the outgoing Burundi leader as an outstanding regional counterpart who served his country with distinction as Head of State and Government, and worked tirelessly for the peace and stability of his country and the Great Lakes Region."
736,2020-06-09,1/3 President Uhuru Kenyatta has sent a message of condolence and comfort to the People of the Republic of Burundi🇧🇮 and the family of His Excellency President Pierre Nkurunziza who passed away today.
737,2020-06-06,2/2 The Head of State assured the new Burundi leader of Kenya's continued support of his country as a true and valued development partner.
738,2020-06-06,1/2 President Uhuru Kenyatta has sent a message of congratulations and best wishes to the President-Elect of the Republic of Burundi Major General (Rtd) Evariste Ndayishimiye. The President also congratulated the ruling CNDD-FDD Party for the emphatic win.
739,2020-04-29,President Kenyatta has condoled with the family of Rtd Catholic Bishop of Meru Diocese Silas Njiru who succumbed to Covid-19 in Italy. The President prayed for God's fortitude as the country mourns the departed prelate.
740,2020-04-04,"4/4 President Kenyatta, who took part in the video-conference convened by South African President @CyrilRamaphosa, said Africa should step up its Coronavirus testing capacity."
741,2020-04-01,"2/3  The President thanked Brenda, the first recovered patient, for presenting herself to hospital immediately she felt unwell and for volunteering information of contacts since her  arrival from the United States."
742,2020-03-30,"2/4 The Heads of State of Kenya, Uganda, Ethiopia, Djibouti, Sudan, Somalia and South Sudan today held a videoconference where they discussed the challenges the region is facing in managing the global pandemic."
743,2020-03-12,The two leaders discussed a wide range of bilateral and multilateral subjects including the peaceful co-existence among communities living along the Kenya-Ethiopia border and the desert locust invasion.
744,2020-03-12,"President Uhuru Kenyatta today held talks with Ethiopian President Sahle-Work Zewde who paid him a courtesy call at State House, Nairobi."
745,2020-03-09,"1/4 President Uhuru Kenyatta today said Govt is working on consolidating Kenya's position as a regional healthcare hub. He said Kenya already attracts patients from several countries in the region including Uganda, Rwanda, Burundi, DRC, Tanzania, Ethiopia, S.Sudan and Nigeria."
746,2020-03-04,"4/4 As part of Nicaragua's plan for the continent, Mr Moncada informed President Kenyatta that his country intends to open several embassies in Africa to help it pursue opportunities for trade and cultural cooperation."
747,2020-03-04,3/4 President Kenyatta welcomed Nicaragua's interest to deepen ties with Kenya saying the country is open to engage in mutually beneficial arrangements with the Latin American nation.
748,2020-03-04,"2/4 The resolution was made today at State House, Nairobi during a meeting between President Uhuru Kenyatta and the Foreign Affairs Minister of Nicaragua Denis Moncada."
749,2020-03-04,"1/4 Kenya and Nicaragua have resolved to sign an agreement on political cooperation as part of an elaborate plan that will see the two countries collaborate in energy, investment and culture."
750,2020-03-04,"@ForeignOfficeKE 2/3 The new ambassadors, Jafar Marmaki (Iran) and Ndongo Dieng (Senegal), said they will work to expand the relationship between Kenya and their countries."
751,2020-03-04,"1/3 President Uhuru Kenyatta today at State House, Nairobi received credentials from new envoys from the Islamic Republic of Iran and the Republic of Senegal. @ForeignOfficeKE"
752,2020-02-25,4/4 The President emphasized that equipping the youth with relevant technical skills will bring about the socio-economic liberation that forms the greatest task of the current generation. | #KenyaGermanyRelations
753,2020-02-25,"@WilliamsRuto 3/4 During the event, President Kenyatta and his German counterpart also laid the foundation stone for a centre of excellence in the training of industrial mechatronics at KIST. | #KenyaGermanyRelations @WilliamsRuto"
754,2020-02-25,"2/4 Speaking at Kiambu Institute of Science and Technology (KIST), President Kenyatta termed the programme as a big boost to the country’s quest to empower its youth with technical know-how needed to grow the country's economy. | #KenyaGermanyRelations @WilliamsRuto"
755,2020-02-25,President Uhuru Kenyatta and German President Frank-Walter Steinmeier tour facilities at Kiambu Institute of Science and Technology (KIST). | #KenyaGermanyRelations
756,2020-02-25,"The Head of State said Kenya was keen on benefitting from a technology transfer arrangement with the European nation. Besides technology, the President said Kenya and Germany were pursuing avenues for more people-to-people interactions and enriching cultural exchanges."
757,2020-02-25,"President Kenyatta spoke last night at State House, Nairobi when he and First Lady Margaret Kenyatta hosted a state banquet in honour of the visiting German President Frank-Walter Steinmeier. | #KenyaGermanyRelations"
758,2020-02-25,"The President said the African continent has one of the highly innovative and skilled youthful manpower which if properly deployed, has the potential to tilt the world economy. | #KenyaGermanyRelations"
759,2020-02-25,President Uhuru Kenyatta has said young people are Africa's biggest untapped resource that countries seeking to invest on the continent ought to prioritise. | #KenyaGermanyRelations
760,2020-02-24,"President Uhuru Kenyatta and First Lady Margaret Kenyatta earlier this evening at State House, Nairobi hosted a State Banquet in honour of the visiting President of Germany Frank-Walter Steinmeier and his delegation | @WilliamsRuto @RailaOdinga"
761,2020-02-24,Key among several initiatives announced by the two Heads of State is a plan by Germany to assist Kenya in setting up an applied sciences university and the European nation's commitment to continue supporting technical and vocational training in the country |#KenyaGermanyRelations
762,2020-02-24,"The announcement was made at State House, Nairobi following a bilateral meeting held between Kenyan and German delegations led by President Kenyatta and his visiting German counterpart Frank-Walter Steinmeier | #KenyaGermanyRelations"
763,2020-02-24,Kenya and Germany today announced that the two nations will partner in the transfer of technical skills and education focusing on applied sciences | #KenyaGermanyRelations
764,2020-02-24,"President Uhuru Kenyatta and his German counterpart President Frank-Walter Steinmeier today at State House, Nairobi led their respective delegations in bilateral talks aimed at enhancing co-operation in areas of mutual interest for Kenya and Germany."
765,2020-02-18,"As communicated by our country's envoy in China, the Govt is working on mechanisms to assist Kenyan students stuck in the Chinese city of Wuhan following the outbreak of the Coronavirus. More information will be shared in coming days ~ @KanzeDena | #AlexNaJalas"
766,2020-02-13,"President Uhuru Kenyatta has sent a message of condolence and comfort to the family of Kahawa Wendani MCA Cyrus Omondi. The Jubilee Party ward representative died while attending a training in Mumbai, India."
767,2020-02-11,"President Yoweri Museveni (Uganda), Paul Kagame (Rwanda), Salva Kiir (South Sudan), Omar Hassan Guelleh (Djibouti), Brahim Ghali (Western Sahara), Sahle Work-Zewde (Ethiopia) and Nigerian Vice President Yemi Osinbajo were among the leaders who attended the funeral service."
768,2020-02-09,President Uhuru Kenyatta has sent a congratulatory message to President @CyrilRamaphosa of South Africa for his new role as the Chairperson of the AU. President Kenyatta expressed confidence in President Ramaphosa's ability to steer AU towards the attainment of its Agenda 2063.
769,2020-02-08,"2/4 The President, who jetted in from the United States last night, started the day by chairing an extra-ordinary cabinet meeting attended by Deputy President William Ruto, Cabinet Secretaries and the funeral committee led by the Head of Public Service Joseph Kinyua @WilliamsRuto"
770,2020-02-07,The President said Kenya needs to move faster and set the pace for other African countries in formulating new trade and investment arrangements with the United States as the African Growth and Opportunity Act (AGOA) comes to an end in 2025.
771,2020-02-05,"@AtlanticCouncil @FredKempe ""A good start to this is Al Shabaab. We must work together, as Kenya and the United States, and together with the region, to surge our military efforts against the group to offer room for a workable political consensus in Somalia"" - President Kenyatta
@AtlanticCouncil 
@FredKempe"
772,2020-01-30,2/4 The President said Africa is ready for business and urged Pakistani investors to explore untapped business opportunities in Kenya and the continent.
773,2020-01-30,1/4 President Uhuru Kenyatta today opened the inaugural Pakistan-Africa trade and development conference where he called for increased trade between the two regions.
774,2020-01-30,1/8 Cabinet today approved the commencement of talks with the United States of America on the establishment of a free trade  arrangement between the two countries.
775,2020-01-30,President Uhuru Kenyatta arrives at the Kenyatta International Convention Centre for the official opening of the Pakistan-Africa Trade and Development Conference
776,2020-01-28,4/4 The handing over of the land ownership document to Treasury follows an agreement made during President Kenyatta’s State Visit to Germany in April 2016 where he secured financing from the German government for a mechatronics project to be established at KIST.
777,2020-01-11,"President Uhuru Kenyatta has sent a message of condolence and encouragement to the people of the Sultanate of Oman following the death of His Majesty Sultan Qaboos bin Said al Said 
"
778,2020-01-10,"@ForeignOfficeKE 2/3 The message inviting President Kenyatta for the continental role was delivered at State House, Mombasa, by a special envoy of President Boubacar Keïta of Mali, who was recently elected to lead the continent's culture and the arts initiative. @ForeignOfficeKE"
779,2020-01-09,"1/2 President Uhuru Kenyatta has congratulated the national women volleyball team 🇰🇪, #MalkiaStrikers, for qualifying for the Tokyo 2020 Olympics after a streak of four impressive wins in the qualifiers held in Yaounde, Cameroon."
780,2020-01-07,"President Kenyatta congratulated the President-Elect for his recent win and urged him to bring the people of Guinea Bissau together, saying unity is critical for national development. 🇰🇪🇬🇼"
781,2020-01-07,"Speaking during a meeting at State House, Mombasa, the two leaders singled out exchange of students and teachers, collaboration in technical training, trade and security as some of the key areas of focus in bolstering cooperation between Kenya🇰🇪 and Guinea Bissau🇬🇼."
782,2020-01-07,President Uhuru Kenyatta and Guinea Bissau President-Elect Umaro Cissoko Embalo have today said their respective countries will enhance their cooperation for the mutual benefit of citizens of the two nations. 🇰🇪🇬🇼
783,2019-12-13,1/2 President Uhuru Kenyatta has sent a congratulatory message to Prime Minister @BorisJohnson and @Conservatives Party following a resounding victory win in the United Kingdom's General Election held yesterday.
784,2019-12-12,"President Kenyatta today during the Jamhuri Day Garden Party at State House Nairobi conferred orders, decorations, medals and awards to exemplary Kenyans. Among those present was the Rt. Hon. @miaamormottley, the Prime Minister of Barbados and Deputy President @WilliamsRuto."
785,2019-12-12,"President Uhuru Kenyatta and First Lady Margaret Kenyatta at Nyayo National Stadium to lead the country in marking this year's Jamhuri Day celebrations. This year's Special Guest is the Prime Minister of Barbados, the Rt. Hon. Mia Amor Mottley | @miaamormottley @WilliamsRuto"
786,2019-12-12,"@miaamormottley @WilliamsRuto 3/3 The President said PM @miaamormottley 's visit will go a long way in bringing Kenya and Barbados closer in trade and culture. He said the two nations have agreed to forge closer ties in banking and finance, health and education, ICT, and renewable energy.
@WilliamsRuto"
787,2019-12-12,"@miaamormottley 2/3 PM @miaamormottley, who invited the Kenyan delegation, said having Kenyan financial firms operating in Barbados will act as an anchor for Kenyan businesses that can then use the country as a hub to trade in the wider Caribbean Community (CARICOM) region. 
@WilliamsRuto"
788,2019-12-12,1/3 Kenyan financial sector representatives will visit Barbados in the next two weeks to explore business opportunities in the Caribbean. The visit is part of agreements reached after discussions between President Kenyatta and Prime Minister @miaamormottley of Barbados
789,2019-12-12,"Kenyan Financial Institutions Invited to Invest in Barbados.

https://t.co/i82dUUn3xI"
790,2019-12-11,3/4 PM Mottley said her country is eager to have Kenya Airways fly to Barbados and to North America in efforts to link the two regions. She said Barbados will appoint an Ambassador to Kenya in April next year and invited Kenyan investors to explore opportunities in her country.
791,2019-12-11,"1/4 President Uhuru Kenyatta and Prime Minister of Barbados, the Rt. Hon. Mia Amor Mottley today at State House, Nairobi led bilateral talks between their respective delegations. The two leaders witnessed the signing of two agreements between Kenya and Barbados."
792,2019-12-11,"President Kenyatta receives the Rt. Hon. Mia Amor Mottley, Prime Minister of Barbados at State House, Nairobi. Prime Minister Mottley, who is on a State Visit to Kenya, has been accorded a full State Reception including a 19-Gun Salute and Guard of Honour mounted by Kenya Army"
793,2019-12-10,"4/4 The President said through the health partnership, Kenyans are beneffiting from specialised services offered by Cuban doctors in the Counties. He expressed Kenya's keenness on deepening relations with Cuba for the mutual benefit of the two countries | #TheACPWeWant"
794,2019-12-10,"3/4 At the meeting with Vice President Chapman held at the Kenyatta International Convention Centre, the President expressed Kenya's gratitude to the Cuban Government for the two countries collaboration in the health sector #ACPSummit2019 | #TheACPWeWant @InesMChapman"
795,2019-12-10,"2/4 The President met his Congolese and Jamaican counterparts at State House, Nairobi during which the leaders explored opportunities for deepening bilateral relations #ACPSummit2019 | #TheACPWeWant @AndrewHolnessJM"
796,2019-12-10,"1/4 President Uhuru Kenyatta today held separate talks with President Felix Tshisekedi of  the Democratic Republic of Congo, Jamaican Prime Minister @AndrewHolnessJM and the Vice President of Cuba @InesMChapman | #ACPSummit2019 #TheACPWeWant"
797,2019-12-10,4/4 The President underscored the need to promote multilateralism and called on the 12th WTO Ministerial Conference that will be held in Kazakhstan in June 2020 to provide meaningful direction to the WTO on the preservation of the multilateral trading system #ACPSummit2019
798,2019-12-10,"President Uhuru Kenyatta has sent a message of condolence and comfort to the President and the People of the United Republic of Tanzania as well as the family and acquaintances of Tanzanian businessman, author and philanthropist Ali Mufuruki who died recently | @MagufuliJP"
799,2019-12-04,"@MOH_Kenya 3/4  President Kenyatta spoke today in Thika, Kiambu County where he witnessed the handing over and opening of an outpatient block funded by the Government of Japan at a cost of Shs 8 million at the Catholic Church-owned Mang’u Dispensary. @MOH_Kenya #Big4Agenda"
800,2019-12-04,President Uhuru Kenyatta presides over the official hand-over ceremony of Mang’u Dispensary Outpatient Block in Kiambu County. The facility was developed by the Japanese Embassy in Kenya. @MOH_Kenya
801,2019-12-04,"@ForeignOfficeKE During the ceremony at State House, President Kenyatta also received credentials from incoming Bangladesh High Commissioner Jahangir Kabir Talukder and non-resident High Commissioner Verna Mills from the dual-island nation of St. Kitts and Nevis who will be based in Havana, Cuba."
802,2019-12-04,"@ForeignOfficeKE Speaking when she presented her credentials to President Uhuru Kenyatta, incoming Algerian Ambassador to Kenya Selma Malika Haddadi said her country is convinced that the country is best placed to advance Africa’s interests at the United Nations Security Council. @ForeignOfficeKE"
803,2019-12-04,Algeria today became the latest African country to declare its support for Kenya’s candidature for the non-permanent seat on the UN Security Council in the election slated for June next year. @ForeignOfficeKE
804,2019-12-02,"2/3 The President was speaking at State House, Nairobi this evening during a meeting with King Abdile Wabar Abdi, the Ethiopian-based traditional leader of the Degodia community found in Kenya, Ethiopia, Somalia and Djibouti."
805,2019-12-01,1/2 President Uhuru Kenyatta has sent a congratulatory message to President Hage Geingob of Namibia following his re-election for a second term.
806,2019-11-28,3/3 The President said Kenya has always made it a priority to boost regional security and that is the reasons it has been involved in stabilising countries affected by conflict. He said Kenyan troops will continue operating in Somalia until the neighbouring country stabilizes.
807,2019-11-27,"3/3 The President also hosted Hon. Awut Deng Acuil, a special envoy of the President of South Sudan Salva Kiir. The President reassured the South Sudanese of Kenya's commitment to continue supporting efforts towards the full implementation of the 2018 peace agreement."
808,2019-11-27,"2/3 Tanzania's Foreign Affairs Minister Palamagamba Kabudi also paid a courtesy visit to the President as a special envoy of President John Magufuli, and assured that Tanzania has full confidence in the ability of Kenya to represent the African continent in the security council."
809,2019-11-25,President Uhuru Kenyatta has sent a message of congratulations to the national women's football team #HarambeeStarlets🇰🇪 for winning the 2019 CECAFA Championship after beating title holders Tanzania's Kilimanjaro Queens 2-0 in the final played at Chamazi Stadium in Dar es Salaam.
810,2019-11-25,"2/2 The commitment was made today by the bank's deputy director general Nnenna Nwabufo during a meeting with First Lady Margaret Kenyatta on the sidelines of the ongoing Global Gender Summit in Kigali, Rwanda."
811,2019-11-25,"2/3 The First Lady spoke today at a high level segment of the ongoing 2019 Global Gender Summit in Kigali, an event that that was also addressed by Presidents Paul Kagame of Rwanda and his Ethiopian counterpart Sahle-Work Zewde."
812,2019-11-25,"President Uhuru Kenyatta today hosted Miss Universe Kenya Stacy Michuki and Miss University Kenya Peres Aduda at State House, Nairobi ahead of their participation in their world events next month in Atlanta, Georgia and South Korea respectively. @MissUniverseKE"
813,2019-11-14,"During the meeting, the two leaders reaffirmed the invaluable relations that exist between Kenya and Somalia and agreed to explore avenues of strengthening bilateral and diplomatic ties between Nairobi and Mogadishu for the benefit of the citizens of the two nations | @M_Farmaajo"
814,2019-11-14,The agreement was reached today during a meeting between Presidents Uhuru Kenyatta and Mohamed Abdullahi Mohamed of the Federal Republic of Somalia on the sidelines of the just concluded Nairobi #ICPD25 summit | @M_Farmaajo
815,2019-11-14,H.E. President Uhuru Kenyatta holds talks with the President of Somalia H.E. Mohamed Farmaajo | @M_Farmaajo
