,Date,Text
4507,2020-10-23,"LIVE: The Boda Boda Safety Association of Kenya (BAK) Partnership Announcement Ceremony

https://t.co/zqm7ZlApic"
4508,2020-10-22,"BBI is the panacea for most of Kenya's historical challenges, President Kenyatta tells Kisumu residents

Read more:"
4509,2020-10-22,"During his inspection tour of improvement works at Kisumu Port, the Head of State witnessed the loading of eleven wagons of industrial sugar on MV Uhuru. The vessel is ferrying the 435 tonnes dry cargo to Port Bell in Uganda."
4510,2020-10-22,The Government is restoring Kisumu Port into a modern regional lake transport hub capable of handling large volumes of cargo from Kenya into the East African hinterland.
4511,2020-10-22,"President Uhuru Kenyatta tours Kisumu Port at the close of his three-day working visit of Nyanza region during which the Head of State led the Nation in marking the 11th Mashujaa Day at Gusii Stadium and inspected several development projects in Kisii, Nyamira and Kisumu Counties"
4512,2020-10-22,"President Kenyatta speaks to thousands of Wananchi at Jomo Kenyatta Sports Ground which has been renamed to Jaramogi Oginga Odinga Sports Complex. The President encouraged Kisumu residents to back BBI saying the process is aimed at crafting a united, cohesive &amp; progressive Kenya."
4513,2020-10-22,"2/2 The enhancement of the historic park will include construction of new facilities among them an amphitheater, floating restaurant and football pitch."
4514,2020-10-22,"1/2 President Uhuru Kenyatta has commissioned the upgrading of Jomo Kenyatta Sports Ground in Kisumu City, which has been renamed to Jaramogi Oginga Odinga Sports Complex."
4515,2020-10-22,President Uhuru Kenyatta inspects ongoing construction of the ultra-modern Uhuru Business Park Market Complex in Kisumu County. The Shs 600 million multi-purpose facility is being implemented by the National Government and will be ready for use by the end of this year.
4516,2020-10-22,1/2 President Uhuru Kenyatta speaks to Kisumu County residents at Mamboleo Grounds where he commissioned the construction of Jomo Kenyatta Stadium.
4517,2020-10-22,"President Uhuru Kenyatta commissions the construction of the Kshs 415 million Jomo Kenyatta Stadium in Mamboleo, Kisumu County. The new stadium now at 7 percent completion stage will be constructed to international standards and equipped with ultra-modern facilities."
4518,2020-10-22,President Uhuru Kenyatta acknowledges greetings from thousands of Kisumu City residents who turned out to welcome him at the start of his tour of development projects in the County today.
4519,2020-10-21,"BBI is meant to unite the country, President Kenyatta tells residents of Kisii and Nyamira Counties

Read more:"
4520,2020-10-21,"2/2 The Head of State told residents of Ikonge, Nyamira County who turned out to welcome him that the BBI process is aimed at making Kenya a more cohesive, equal and progressive country."
4521,2020-10-21,1/2 President Uhuru Kenyatta has commissioned the 45-kilometer Chebilat-Ikonge-Chabera-Nyamusi Road which was constructed at a cost of Kshs 3.1 billion.
4522,2020-10-21,"President Uhuru Kenyatta and former Prime Minister @RailaOdinga today at the new Kisii State Lodge received the Building Bridges Initiative (BBI) report and urged Kenyans to carefully read the report so as to make informed choices. 

Read more:"
4523,2020-10-21,2/2 The Head of State urged the learners to protect themselves from Coronavirus by strictly observing #Covid_19 containment protocols.
4524,2020-10-21,1/2 His Excellency the President speaks to the candidate class at Kisii High School who came out to bid him farewell as he boarded his helicopter for a working trip to Nyamira County on Wednesday afternoon.
4525,2020-10-21,President Uhuru Kenyatta has today met thousands of boda boda operators in Kisii town. The operators requested for the meeting with the Head of State to discuss their welfare and success of their trade.
4526,2020-10-21,President Uhuru Kenyatta has unveiled the Central Bank of Kenya Kisii Centre. The new facility will ease circulation of currency in the South Nyanza region by eliminating the logistics of transporting  money from Kisumu.
4527,2020-10-21,"2/2 The 180-page document outlines sectors of the Kenyan nation that require reforms to make the country more progressive, cohesive and inclusive."
4528,2020-10-21,1/2 President Uhuru Kenyatta and former Prime Minister @RailaOdinga have this morning at Kisii State Lodge received the Building Bridges (BBI) Report from the Steering Committee led by Senator Yusuf Haji.
4529,2020-10-21,"President Uhuru Kenyatta has donated a 62-seater bus to Shabana FC. The bus was requested by Kisii leaders during a recent meeting with the Head of State at State House, Nairobi."
4530,2020-10-21,President Uhuru Kenyatta is taken on a guided tour of a soapstone carvings exhibition at the County Commissioner's Residence in Kisii town. The Government is working on setting up a soapstone value addition facility in the region. @RailaOdinga @JamesOngwae
4531,2020-10-21,LIVE EVENT: Unveiling of the BBI Report 
4532,2020-10-21,"President Uhuru Kenyatta has sent a message of condolence to the family, relatives and friends of former Police Commissioner Duncan Wachira who passed on early this morning at his Nairobi home.

Read more: "
4533,2020-10-20,President Uhuru Kenyatta and First Lady Margaret Kenyatta host leaders and invited guests to a State Luncheon at the Kisii County Commissioner's residence as part of this year's #MashujaaDay celebrations. #MimiNiShujaa
4534,2020-10-20,Enthusiastic residents of Kisii and neighbouring Counties turned out in style and in large numbers to welcome His Excellency the President and First Lady Margaret Kenyatta to Gusii Stadium for this year's #MashujaaDay celebrations. #MimiNiShujaa
4535,2020-10-20,"2/2 The Head of State, First Lady Margaret Kenyatta and 10 other Kenyans received their Huduma Namba Cards whose national roll out awaits parliamentary processing of Data Commissioner. #MashujaaDay #MimiNiShujaa"
4536,2020-10-20,"President Uhuru Kenyatta has called for a constitutional consensus that accommodates all communities and entrenches equity and national unity. #MashujaaDay #MimiNiShujaa 

Read more:"
4537,2020-10-20,"President Kenyatta delivers his #MashujaaDay address at Gusii Stadium, Kisii County. In his message, the Head of State urged Kenyans to take advantage of the existing constitutional moment to craft a Kenyan nation state that's cohesive and guarantees equity for all. #MimiNiShujaa"
4538,2020-10-20,President Uhuru Kenyatta inspects a Guard of Honour mounted by the Kenya Defence Forces at Gusii Stadium in Kisii County to commemorate the 11th #MashujaaDay celebrations. #MimiNiShujaa | @kdfinfo
4539,2020-10-20,President Uhuru Kenyatta acknowledges greetings from jubilant Kisii Town residents en route to Gusii Stadium for this year's #MashujaaDay celebrations. #MimiNiShujaa
4540,2020-10-20,National leaders arrive at Gusii Stadium in Kisii County for this year's #MashujaaDay celebrations. The national event is being held in strict compliance with established #Covid_19 containment protocols. #MimiNiShujaa
4541,2020-10-20,President Uhuru Kenyatta and First Lady Margaret Kenyatta arrive in Kisii County for the 11th #MashujaaDay celebrations. The climax of today's celebrations at Gusii Stadium will be a national address by His Excellency the President . #MimiNiShujaa
4542,2020-10-20,Kenyans from all walks of life arrive at Gusii Stadium for the 11th #MashujaaDay celebrations. The national event is being held in Kisii County in line with the Government's decision to take the celebrations close to Wananchi in the Counties. #MimiNiShujaa
4543,2020-10-20,"3/3 The Head of State spoke Monday evening at State House, Nairobi during this year's End Malaria Annual Council meeting convened virtually by the Bill and Melinda @gatesfoundation. 

Read more:"
4544,2020-10-20,2/3 The President said success stories and lessons from the global Covid-19 response should be harnessed and applied in the battle against these diseases to hasten their eradication.
4545,2020-10-20,"1/3 President Uhuru Kenyatta has appealed to the global community not to allow the fight against #Covid_19 interfere with efforts to eradicate malaria, polio, HIV/AIDS, tuberculosis and other diseases in Africa."
4546,2020-10-18,President Uhuru Kenyatta commends Parliament for its inclusive leadership structure says the new arrangement is reflective of the desired new Kenya.
4547,2020-10-18,"2/2 In his message of goodwill, President Kenyatta wished Prime Minister Ardern good health and success as she steers her nation to greater prosperity and pledged Kenya's continued solidarity with New Zealand as a valued bilateral and multilateral partner | @jacindaardern"
4548,2020-10-18,"1/2 President Uhuru Kenyatta has sent a congratulatory message to Prime Minister Jacinda Ardern of New Zealand following her re-election for a second term in office. Prime Minister Ardern's Labour Party won the elections with a historic margin, winning 64 seats in Parliament."
4549,2020-10-17,President Kenyatta applauds innovative young Kenyans working with the Government multi-agency team to deliver key national security projects including Huduma Namba at a fraction of what it would have cost the country in the open market.
4550,2020-10-17,2/2 The meeting was convened for the Head of State to meet the new Parliamentary leadership teams | @SpeakerKLusaka @SpeakerJBMuturi @NAssemblyKE @Senate_KE
4551,2020-10-17,"President Uhuru Kenyatta is this afternoon at State House, Nairobi meeting the entire Parliamentary leadership team that comprises of House and Committee leaders from both the Senate and National Assembly and discuss the Government's development agenda | @NAssemblyKE
 @Senate_KE"
4552,2020-10-16,"President Uhuru Kenyatta has commended the youth for being at the forefront in technological developments that are set to transform the country through the provision of local solutions.

Read more:"
4553,2020-10-16,"President Kenyatta has applauded Kenyan youth working with the multi-agency Government team on various national security projects for their outstanding innovation, commitment and patriotism."
4554,2020-10-16,"The Head of State is taken on a guided tour of exhibition booths by young Kenyan techies who are displaying innovative projects under the theme of 'For Kenya, By Kenyans'."
4555,2020-10-16,"The President tours Camp Bravo detachment at the KWS Law Enforcement Academy in Manyani, Taita Taveta County and plants a commemorative tree."
4556,2020-10-16,The Cabinet Despatch 16-10-2020: https://t.co/t0vpSs2O9v
4557,2020-10-16,"President Uhuru Kenyatta chairs a Cabinet meeting at the KWS Law Enforcement Academy in Manyani, Taita Taveta County."
4558,2020-10-16,"President Uhuru Kenyatta arrives at the KWS Law Enforcement Academy in Manyani where he is scheduled to Chair a Cabinet meeting, receive progress reports of several national security sector technology projects and preside over an innovation exhibition by young Kenyan techies."
4559,2020-10-16,"The construction of Thiba Dam in Kirinyaga County is among key development projects initiated by President Uhuru Kenyatta, aimed at increasing rice production in the country, and putting more money in the pockets of farmers. #Big4Agenda #FoodSecurity 

https://t.co/HcUUKZmRzU"
4560,2020-10-15,"President Uhuru Kenyatta today at State House, Nairobi hosted Former Nigerian President Olusegun Obasanjo who paid him a courtesy visit. The two leaders discussed an array of subjects including Africa's peace and stability, integration and development."
4561,2020-10-15,"Notification of Presidential Action [I] – 15/10/2020: Nomination and appointment of Ambassadors &amp; High Commissioners | @ForeignOfficeKE 

Read more:"
4562,2020-10-13,"President Uhuru Kenyatta  has sent a message of comfort to the family of Mzee Edward Kiprotich Karoney who passed away in a road accident this evening. Mzee Karoney, 74, was Lands Cabinet Secretary @Faridakaroney's father."
4564,2020-10-12,President Uhuru Kenyatta and First Lady Margaret Kenyatta lead the nation at the second National Prayer Service presided over by a cross-section of religious leaders.
4565,2020-10-10,"President Uhuru Kenyatta delivers his message of national thanksgiving during the second National Prayer Service held at State House, Nairobi."
4566,2020-10-10,"Religious leaders deliver scripture readings, offer sermons and lead in thematic intercessory prayers covering thanksgiving, repentance and forgiveness, national healing and restoration, national aspirations, and leadership and family during the second National Prayer Service."
4567,2020-10-10,"President Uhuru Kenyatta and First Lady Margaret Kenyatta lead the nation at the second National Prayer Service. The inter-faith service being held at State House, Nairobi is presided over by a cross-section of religious leaders."
4568,2020-10-10,"National and religious leaders arrive at State House, Nairobi for the second National Prayer Service convened by President Uhuru Kenyatta. The inter-faith service will be broadcast live on all leading TV, radio and online media platforms."
4569,2020-10-10,"LIVE EVENT: The second National Prayer Service convened by President Uhuru Kenyatta at State House, Nairobi.

https://t.co/NY4TXH6SHC"
4570,2020-10-10,President Uhuru Kenyatta during an impromptu tour of new @NMS_Kenya asphalt plant on Kangundo Road. The asphalt that will be blended at the facility will be used to upgrade roads in all parts of Nairobi City County.
4571,2020-10-09,"@NMS_Kenya @JamesMacharia_ ""The asphalt that you will process here will be used to make roads in Mukuru, Kibera, Mathare and in all corners of Nairobi,"" the President said as he urged Kenyans to continue living together in peace and harmony."
4572,2020-10-09,"@NMS_Kenya During the guided tour, the President, who was accompanied by Infrastructure CS @JamesMacharia_ and @NMS_Kenya Director General Major General Mohamed Badi, witnessed the processing, loading and application of asphalt blended at the new facility."
4573,2020-10-09,President Uhuru Kenyatta made an impromptu inspection visit of the Nairobi Metropolitan Services (NMS) new asphalt blending plant on Kangundo Road on Friday evening.
4574,2020-10-09,"PROJECT 254 - Expansion of Ahero Irrigation Scheme in Kisumu County. #Big4Agenda #FoodSecurity 

https://t.co/1JeiX7zTGQ"
4575,2020-10-08,"2/3 The national celebrations will be held at Gusii Stadium in Kisii County and today's meeting gave the Head of State an opportunity to, jointly with the region's leadership evaluate the progress of national government development initiatives."
4576,2020-10-08,"3/3 Led by Governor James Ongwae (Kisii County) and his Nyamira County counterpart John Nyagarama, the leaders engaged the President in a detailed conversation on a number of projects including roads, water supply, education and fresh produce markets among others."
4577,2020-10-08,"1/3/ President Uhuru Kenyatta today at State House, Nairobi hosted leaders from the greater Kisii to discuss development in the region ahead of this year's Mashujaa Day celebrations. 

Read more:"
4578,2020-10-08,"Outcomes of today's Cabinet Meeting held at State House, Nairobi.

Read more:"
4579,2020-10-08,"President Uhuru Kenyatta has this morning at State House, Nairobi signed into law the 2020/2021 County Revenue Allocation Bill paving the way for the disbursement of exchequer funds to the Counties. 

Read more:"
4580,2020-10-08,"""If all of us in Kenya operated and behaved, and loved and served their country in the manner in which our Kenya Defence Forces does, Kenya would be today a great country. And we all have a big lesson to learn."" ~ President Uhuru Kenyatta. @kdfinfo @NMS_Kenya"
4581,2020-10-07,"Spokesperson's Office State House, Nairobi, Press Release: National Prayer Weekend, Friday 9th to Sunday 11th October 2020

Read more:"
4582,2020-10-06,"President Uhuru Kenyatta has urged Kenyans working in different sectors of the economy to emulate the efficiency exhibited by the Kenya Defence Forces (KDF), saying that would ensure effective and timely delivery of services. @kdfinfo 

Read more:"
4583,2020-10-06,President Uhuru Kenyatta flags off 83 vehicles that were refurbished by the Nairobi Metropolitan Services (NMS) for the purposes of service delivery to residents of the City.
4584,2020-10-05,"2/2 In their meeting at Heliopolis Palace in Cairo, the two African Heads of State discussed a number of subjects of mutual interest between Kenya🇰🇪 and Egypt🇪🇬 among them regional peace and security, trade and Africa's response to #Covid_19."
4585,2020-10-05,"1/2 On his way from France🇫🇷 last evening, President Uhuru Kenyatta made a stopover in Egypt during which he paid his Egyptian counterpart President Abdel Fattah Al-Sisi a courtesy call."
4586,2020-10-04,President Uhuru Kenyatta has congratulated the Kenyan contingent to the 40th London Marathon for a good performance. The Head of State paid special tribute to Brigid Kosgei for defending her title in the road race saying she had done Kenya🇰🇪 proud. #TeamKenya #LondonMarathon
4587,2020-10-04,"President Uhuru Kenyatta on a guided tour of Quartier Rive Gauche urban renewal and Station F innovation hub projects in downtown Paris, France🇫🇷."
4588,2020-10-03,"President Uhuru Kenyatta has congratulated winners of the inaugural World Athletics Continental Tour Gold series Kip Keino Classic held today at the Nyayo National Stadium in Nairobi County. | @KipKeinoClassic #ContinentalTourGold

Read more: https://t.co/Wure0tG3ap"
4589,2020-10-03,"""The true African potential is our young men and women, and their capacity to participate in building  a greater and better world for all of us"" ~President Uhuru Kenyatta."
4590,2020-10-02,2/2 The President's message was conveyed in a recorded video statement delivered during the virtual High Level Plenary Meeting of the 75th session of the UN General Assembly to commemorate and promote the International Day for the Total Elimination of Nuclear Weapons. #UNGA75
4591,2020-10-02,"1/2 Full implementation of international conventions and treaties aimed at achieving global nuclear disarmament must remain a priority for all nations, President Uhuru Kenyatta told a UN meeting on Friday evening.  #UNGA75 

Read more: "
4592,2020-10-02,2/2 Quartier Rive Gauche is an expansive urban renewal project that has seen the city of Paris working with the private sector rehabilitate an old industrial district sitting on over 130 hactares of land into a modern mixed use business district.
4593,2020-10-02,"1/2 After the business forum, President Kenyatta was taken on a guided tour of Quartier Rive Gauche urban renewal and Station F innovation hub projects in downtown Paris🇫🇷."
4594,2020-10-02,"3/3 President Kenyatta spoke Friday in Paris during a France-Kenya business forum hosted by MEDEF, the largest French business consortium in the world."
4595,2020-10-02,"2/3 At the same time, the President acknowledged the growing number of French businesses setting up base in Nairobi saying the number had grown from less than 30 to over 100 in under ten years."
4596,2020-10-02,"1/3 President Uhuru Kenyatta has encouraged French investors to choose Kenya as their preferred investment destination in Africa and assured them of the Kenyan Government's support. 

Read more:"
4597,2020-10-02,"Small and Medium Enterprises play a key role in growing Kenya's economy. President Uhuru Kenyatta's agenda is to create more jobs through SMEs and empower Mwananchi through the Youth Enterprise Development Fund, the Women Enterprise Fund and Uwezo Fund. 

https://t.co/8k1XC1hre5"
4598,2020-10-01,President Uhuru Kenyatta is received at Elysee Palace by his host President @EmmanuelMacron at the start of his official visit to France🇫🇷.
4599,2020-10-01,2/2 The President’s recorded video statement was delivered during a virtual high-level meeting at the 75th Session of the United Nations General Assembly (UNGA 2020) to commemorate the 25th anniversary of the Fourth World Conference on Women. #UNGA75
4600,2020-10-01,"1/2 Kenya’s implementation of the Beijing Declaration and Platform for Action that advocates for gender equality as well as empowerment of women and girls is firmly on track, President Uhuru Kenyatta has said. #UNGA75 

Read more:"
4601,2020-10-01,"2/2 The President spoke Thursday when he delivered the key note speech at the 6th BPIfrance Inno Generation business forum at Accor Arena in Paris, France🇫🇷. He was the chief guest at the conference which is the largest annual congregation of French entrepreneurs and innovators."
4602,2020-10-01,"1/2 President Uhuru Kenyatta has reiterated that Africa's biggest asset is the potential held by its youthful population and not its natural resources.

Read more: "
4603,2020-10-01,"1/2 President Uhuru Kenyatta has reiterated that Africa's biggest asset is the potential held by its youthful population and not its natural resources.

Read more:"
4604,2020-10-01,3/3 Among the agreements reached is a public private partnership (PPP) for the construction of the Nairobi-Nakuru-Mau Summit highway signed between KeNHA and Vinci Concessions. The highway is one of the largest PPP projects in Eastern Africa.
4605,2020-10-01,"2/3 The two Heads of State then witnessed the signing of three bilateral agreements before leading their delegations at a State Banquet hosted in honour of the visiting Kenyan leader. Later, the two leaders retreated for private talks."
4606,2020-10-01,"1/3 President Uhuru Kenyatta kicked off his official visit to France🇫🇷 on Wednesday evening at Elysee Palace where he was received by his French host Emmanuel Macron. Elysee Palace is the French President's official residence. 

Read more:"
4607,2020-09-30,3/3 The President's message was conveyed in a recorded video statement delivered during the virtual High-Level Summit on Biodiversity at the 75th session of the United Nations General Assembly (UNGA 2020). #UNGA75
4608,2020-09-30,2/3 The President emphasized the need for urgent global action to not only reverse the destruction of nature but also accelerate the achievement of SDGs. #UNGA75
4609,2020-09-30,"1/3 President Uhuru Kenyatta on Wednesday evening joined world leaders in calling for effective and coordinated efforts to stop biodiversity loss.
#UNGA75 

Read more:"
4610,2020-09-29,3/3 The Head of State's message was conveyed in a recorded video statement delivered Tuesday evening during the virtual High Level Meeting of the 75th session of the UN General Assembly on ‘Financing the 2030 Agenda for Sustainable Development in the era of Covid-19 and beyond’.
4611,2020-09-29,2/3 The President termed debt relief as one of the important interventions that has helped cushion world economies from the adverse impacts of the Coronavirus health crisis.
4612,2020-09-29,"President Uhuru Kenyatta has joined other world leaders in mourning the Emir of Kuwait🇰🇼, His Highness Sheikh Sabah al-Ahmad al-Jaber al-Sabah. 

Read more:"
4613,2020-09-29,"Twelfth (12th) Presidential address on #Covid_19 pandemic containment measures. 
#KomeshaCorona #BuildingBackBetter"
4614,2020-09-28,"Statement by His Excellency the President on food security in the country giving specific directives on maize and wheat farming.

Read more:"
4615,2020-09-28,"The Twelfth [12th] Presidential Address on the Covid-19 Pandemic on Monday, 28th September, 2020 at Kenyatta International Convention Centre (Kicc) Nairobi. #KomeshaCorona #BuildingBackBetter

Speech:"
4616,2020-09-28,"LIVE: The National COVID-19 Conference: Statements by leaders | #KomeshaCorona #BuildingBackBetter

https://t.co/5IzsWgCd4v"
4617,2020-09-28,"The panel on 'Building  Back Better' share their submissions with the President and other participants on re-awakening patriotism and entrenching the 'Buy Kenya, Build Kenya' philosophy as the nation recovers from #COVID19. #KomeshaCorona #BuildingBackBetter"
4618,2020-09-28,"President Uhuru Kenyatta has announced Kenya's backing for global efforts to restore the world's biodiversity and put nature on a path to recovery by 2030. #UNGA #UN75 

Read more:"
4619,2020-09-28,The panel on Resource Mobilization and Utilization for COVID-19 briefs the President and participants on how early interventions by various stakeholders led to the successful mitigation of the adverse effects of the pandemic in the country | #KomeshaCorona #BuildingBackBetter
4620,2020-09-28,President Uhuru Kenyatta follows a panel discussion on Health Response during the ongoing National Covid-19 conference | #KomeshaCorona #BuildingBackBetter
4621,2020-09-28,"President Uhuru Kenyatta officially opens the National #COVID_19 Conference and sets the agenda for the meeting | #KomeshaCorona #BuildingBackBetter

Read more: "
4622,2020-09-28,President Uhuru Kenyatta arrives at KICC to preside over the National #COVID_19 Conference | #KomeshaCorona #BuildingBackBetter
4623,2020-09-28,LIVE: President Uhuru Kenyatta presides over the National COVID-19 Conference | #KomeshaCorona
4624,2020-09-26,"3/3 “Our endeavour is to ensure that our sporting facilities can compare favourably with the top addresses around the world.  In that regard, we are in the process of developing other sporting facilities throughout the country,” President Kenyatta said."
4625,2020-09-26,"2/3 Speaking when he opened the refurbished Nyayo National Stadium today, President Kenyatta said the redevelopment of the stadium is not an isolated case."
4626,2020-09-26,"1/3 President Uhuru Kenyatta has restated the Government’s commitment to upgrading sporting facilities in the country to match international standards.

Read more: "
4627,2020-09-25,2/2 The President said it is only through the active participation of all Kenyans including religious leaders that the country will be able to defeat challenges such as corruption that are a hindrance to the country's development.
4628,2020-09-25,"1/2 President Uhuru Kenyatta has encouraged religious leaders to speak consistently and openly in condemnation of the vices slowing down Kenya's progress. 

Read more:"
4629,2020-09-25,"LIVE: High-level side-event focused on best practices in the public private partnership space, with considerations based on COVID-19 response efforts.

https://t.co/8rJDqhCSS9"
4631,2020-09-25,"PROJECT 254 - Irrigation interventions in Wajir and Mandera Counties. #Big4Agenda #FoodSecurity 

https://t.co/rkAnJN8ZLl"
4632,2020-09-25,"Besides delivering on its broad mandate of guarding Kenya🇰🇪 against external aggression, @kdfinfo continues to contribute directly to the progress of our country through infrastructure development, manufacturing, humanitarian support and other forms of service to wananchi."
4633,2020-09-24,"President Uhuru Kenyatta has commended the Kenya Defence Forces for its role in the renewal of key infrastructure projects across the country. 

The Head of State spoke at KDF's Recruits Training School in Eldoret during a pass out parade.

Read more:"
4634,2020-09-23,"Effective multilateralism key to overcoming global challenges, President Kenyatta says | #UNGA #UN75 

Read more: "
4635,2020-09-22,"President Kenyatta unveils measures to boost the Fisheries Sector

Read more: "
4636,2020-09-22,"The spectacular Likoni pedestrian floating bridge, the first of its kind in the region, will open up the South Coast for business by taking up most of the foot traffic, leaving the ferries to serve vehicular cargo."
4637,2020-09-21,"President Uhuru Kenyatta has called for the rebuilding of the United Nations (UN) system to better address global crises including the COVID-19 pandemic that has disproportionately impacted developing and emerging economies. #UNGA #UN75 

Read more: "
4638,2020-09-21,"Let's work together for the unity and progress of our country, President Kenyatta rallies Kenyans as he tours development projects in Mombasa, Kwale and Kilifi Counties

Read more: "
4639,2020-09-21,"To take stock of the efforts made in combating the #Coronavirus Pandemic, the National Emergency Response on Coronavirus (NERC) has convened a conference to review our national and county Covid response; and in consultation with all stakeholders, chart Kenya’s Post-Covid future."
4640,2020-09-21,"President Uhuru Kenyatta has applauded President Salva Kiir and the people of South Sudan for the progress achieved in search of peace and stability in their country and the neighbouring Republic of Sudan. 

Read more: "
4641,2020-09-21,"President Kenyatta is at the forefront of enabling Kenyan youth, especially those in the Jua Kali sector, to participate more in the socioeconomic transformation of their country."
4642,2020-09-21,2/2 The Head of State assured the traders that the Government is keen to ensure normal business at the refurbished park is restored following the slow down caused by the global Covid-19 health crisis.
4643,2020-09-21,1/2 President Uhuru Kenyatta made a surprise tour of Mama Ngina Waterfront Park in Mombasa County on Sunday evening during which he interacted and spoke with vendors.
4644,2020-09-19,"President Uhuru Kenyatta today made an extensive inspection tour of national government development projects in Mombasa County.

Read more: "
4645,2020-09-18,#FullCircleEmpowerment
4646,2020-09-17,The President also made a brief stop over at the Nairobi Railway Station where he inspected ongoing modernisation works.
4647,2020-09-17,"2/2 Besides equipping secondary and primary schools, the project which is part of the Government's post-Covid-19 economic stimulus program, is aimed at boosting the jua kali sector."
4648,2020-09-17,"1/2 President Uhuru Kenyatta today launched the Shs 1.9 billion school furniture project that will see jua kali artisans supply 650,000 locally assembled desks. 

Read more: "
4649,2020-09-17,"President Kenyatta congratulates new Japan Prime Minister, bids farewell to PM Shinzo Abe

Read more:"
4650,2020-09-16,"President Uhuru Kenyatta has called for urgent and bold interventions to deal with the challenges posed by climate change in Africa.

Read more:"
4651,2020-09-15,"President Uhuru Kenyatta today at State House, Nairobi convened a leaders meeting to discuss the County revenue sharing stalemate at the Senate.

Read more:"
4652,2020-09-12,"Outcomes of Cabinet meeting chaired by President Uhuru Kenyatta at State House, Nairobi on Thursday 10th September, 2020."
4653,2020-09-11,"#Big4Agenda
#UniversalHealthCoverage 
#KUTRRHLaunch"
4654,2020-09-11,"PROJECT 254: Anti-FGM Campaign in Garissa and Tana River Counties.  

https://t.co/no5stysf8x"
4655,2020-09-10,"We're making steady progress towards a better Kenya, President Kenyatta says

Read more:"
4656,2020-09-10,"Outcomes of today's Cabinet meeting chaired by President Uhuru Kenyatta at State House, Nairobi.

Read more:"
4657,2020-09-10,"His Excellency the President this morning witnessed the taking and subscription to the Oath of Secrecy by Major-General Mohammed Abdalla Badi, the Director-General of the Nairobi Metropolitan Services (NMS).

Read more:"
4658,2020-09-10,"President Uhuru Kenyatta is set to preside over the official opening of Kenyatta University Teaching, Referral &amp; Research Hospital. The 650-bed capacity National Referral Hospital is well equipped to offer services in Oncology, Trauma &amp; Orthopedics among other specialised areas."
4659,2020-09-10,"His Excellency the President is this morning chairing a full Cabinet meeting at State House, Nairobi."
4661,2020-09-02,"President Uhuru Kenyatta has told the global community that Kenya will lead Eastern Africa counter-terrorism efforts by working with regional governments and partners.

Read more:"
4662,2020-09-02,The Head of State challenged the new envoys to work towards deepening existing strong bilateral ties between Kenya and their respective countries.
4663,2020-09-02,"President Uhuru Kenyatta today at State House, Nairobi received credentials from six envoys recently posted to Kenya. 

Read more: "
4664,2020-09-01,"The youth are a present asset, not a future prospect ~ President Kenyatta 
#GenUnlimited 
Read more:"
4665,2020-08-31,"President Uhuru Kenyatta has directed the Ministry of Health to publish details of all procurements related to #Covid19 particularly those undertaken by the Kenya Medical Supplies Agency (KEMSA).

Read more:"
4666,2020-08-31,"Council of Governors Resolutions of the Covid-19 virtual conference held on Monday, 31st August 2020. #Covid19ConferenceKE

Read more:"
4667,2020-08-31,"President Uhuru Kenyatta has called for the utilization of knowledge gained from the global and national response to Covid-19 in the roll-out of Universal Health Coverage (UHC) in the country. #Covid19ConferenceKE 

Read more: "
4668,2020-08-30,"In support of the local textiles sector, the President continues to encourage Kenyans to wear locally made clothing and items and is leading the way with his colourful authentic Kenyan print shirts. #BuyKenyaBuildKenya"
4669,2020-08-29,"The revival of Kenya's leading textile factories among them Rivatex, Thika Cotton Mills and Ken Knit among others, is a deliberate and sustained Government strategy aimed at benefitting cotton farmers, growing local industries and creating jobs for the youth. #BuyKenyaBuildKenya"
4670,2020-08-28,"#KomeshaCorona
#WorkinProgress"
4671,2020-08-28,"#KomeshaCorona
#WorkinProgress"
4672,2020-08-28,"#KomeshaCorona
#BetterThanExpected"
4673,2020-08-28,"#KomeshaCorona
#BetterThanExpected"
4674,2020-08-28,"#KomeshaCorona
#BetterThanExpected"
4675,2020-08-28,"#KomeshaCorona
#BetterThanExpected"
4676,2020-08-28,"The National Irrigation Authority has been implementing the Galana Kulalu #FoodSecurity Project, which was initiated by President Uhuru Kenyatta. The 10,000 acres model farm has taken shape and has benefited the residents of Kilifi and Tana River Counties."
4677,2020-08-28,"The Buy Kenya Build Kenya initiative will go a long way in promoting our local industries.

#BuyKenyaBuildKenya"
4678,2020-08-27,“As you sell mitumba also promote our local clothing manufacturers by selling locally made and designed garments” the President told Mitumba traders.
4679,2020-08-27,"Resumption of Mitumba Trade: His Excellency President Uhuru Kenyatta today at State House, Nairobi met representatives of Mitumba Association of Kenya led by their Chairperson Ms Teresia Njenga.

Read more:"
4680,2020-08-27,"11th Presidential address on #Covid_19 pandemic containment measures. 
#KomeshaCorona"
4681,2020-08-26,"The Eleventh (11th) Presidential address on the #Covid_19 pandemic, Wednesday 26th August 2020 at State House, Nairobi. #KomeshaCorona 

Read more: "
4682,2020-08-25,The Head of State wished the Duale family fortitude as they come to terms with the loss of their matriarch.
4683,2020-08-25,"His Excellency the President has condoled with the family of Garissa Township MP Aden Duale following the passing away of his mother Mama Hawa Kosar Shurie.The President mourned Mama Hawa as a humble, hardworking and devoted woman of God whose wise counsel shall be dearly missed."
4684,2020-08-21,"President Uhuru Kenyatta has urged leaders to shun unnecessary politics saying endless politicking was slowing down the country's progress. 

https://t.co/wYlpfprxih"
