Date,Text,Label
7/25/2018,"The Principal Secretary Ambassador Macharia Kamau hosted a farewell luncheon in honor of outgoing ambassador of Finland, H.E. Ambassador Tarja Fernandez whose completed a successful three years tour of duty. @AmbMKamau wished her success in her new assignment.",Unrelated
7/25/2018,CAS Hon. @AbabuNamwamba held talks with UNHCR team led by  Amb. Mohamed Affey Special Envoy for Somali refugee situation. The team briefed the CAS on The South Sudan refugee situation following the prolonged South Sudan crisis.,Unrelated
7/25/2018,"Cabinet Secretary Amb. #MonicaJuma presented a Goodwill message from H. E. President @UKenyatta to H.E. Dr.  Hage Geingob, President of Republic of Namibia at his Palace in Windhoek. They had a warm exchange on issues of mutual importance covering historical and future relations.",Unrelated
7/25/2018,"CS Amb. #MonicaJuma was last evening hosted to dinner by the Namibian Deputy Prime Minister,  who is also the Minister of International Relations and Cooperation at the Heroes Acre Restaurant, Windhoek, Namibia",Receive
7/25/2018,"The Cabinet Secretary Amb. Monica Juma arrived in Namibia today afternoon for a 3 days bilateral visit. Soon after she arrived, she held talks with her counterpart who is also the Deputy Prime Minister of Namibia, Her Excellency  Hon. Netumbo Nandi Ndaitwah.",Away
7/24/2018,While in Angola the Cabinet Secretary Amb. #MonicaJuma delivered a Public Lecture at the Dr. Antonio Agustinho Neto University entitled “Claiming the Future of Africa.”,Unrelated
7/24/2018,"CS #MonicaJuma while in Angola, delivering a lecture at Dr. Antonio Agustinho Neto University entitled “Claiming the Future of Africa'.",Unrelated
7/24/2018,"CS Amb #MonicaJuma expressed her gratitude to her counterpart Hon. Manuel Augusto Domingos, for the hospitality accorded to her by the Government and the people of Angola, added that the visit accords the two countries excellent opportunity to deepen existing bilateral relations.",Away
7/24/2018,"Kenya and Angola agreed on initiating an Inaugural Joint Commission for Cooperation, as a framework to work together in areas of mutual interest namely: Trade, Oil Exploration, Agriculture, Education, Military Training, Health &amp; Tourism. A framework agreement was signed in 2014",Unrelated
7/24/2018,"Cabinet Secretary Amb. #MonicaJuma held bilateral meeting with her counterpart H.E. Manuel Augusto, Minister for External Relations in Luanda, Angola.",Away
7/24/2018,"CS AMB #MonicaJuma met and presented a Goodwill message from H.E President @UKenyatta to H.E Joan Lourenco, President of the Republic of Angola in his palace in Luanda, Angola.",Away
7/23/2018,"Political and Diplomatic Secretary Amb Tom Amolo this afternoon held talks with H.E. Vincent O'Neill, Ireland's ambassador to Kenya. He was accompanied by Teresa Sweeney. Ireland is seeking Kenya's support for its candidature for the non-permanent seat at the UNSC for 2021-2022.",Unrelated
7/23/2018,"CS Amb #MonicaJuma is in Luanda, Angola for a two- day official visit. She was received by H.E. Domingos Vierra Lopes, Secretary of State and Kenya’s Amb to Angola Josphat Maikara. She will deliver a special message from H.E. @UKenyatta to H.E. João Lourenço, President of Angola",Away
7/20/2018,"Political and Diplomatic Secretary Amb. Tom Amolo today held bilateral talks in his office with the Honorary Consul of the Hellenic Republic (Greece) to Kenya, Ms. Vicky Pantazopoulou.",Unrelated
7/19/2018,"As a gesture of solidarity, she donated a tonne of assorted teas for those affected in Japan",Unrelated
7/19/2018,CS Amb #MonicaJuma today in her office held a ceremony to express the solidarity of the Government and people of Kenya to the Government and people of Japan following the floods and mud flows that ravaged South West Japan claiming lives and ruining livelihoods.,Unrelated
7/19/2018,"Ms Chilese Kapwepwe of Zambia is the new Secretary General of COMESA. She takes over from Sindiso Ngwenya who has retired after expiry of his term. They were sworn in during the 20th COMESA  Summit of Heads of State and Government taking plance in Lusaka, Zambia.",Unrelated
7/18/2018,"Political and Diplomatic Secretary Amb. Tom Amolo with Directors of the Médecins Sans Frontières in Kenya and Somalia, Dr. Johanna van Peteghen and Mr. Gautam Chatterjee who paid him a courtesy call. They gave the PDS an update of their activities in Kenya. @amolosango",Unrelated
7/18/2018,"#COMESA Heads of State and Government Summit opened today,18th July 2018, at Mlungushi Conference Center #Lusaka, #Zambia. H.E @UKenyatta  is represented by Foreign Affairs Chief Administrative Secretary , Hon @AbabuNamwamba",Unrelated
7/18/2018,"Amb. Christopher Chika, Director Asia, was among guests who attended celebration to mark the  Independent day of the Republic of Colombia. He was accompanied by Americas Director at MFA Lucy Kiruthu.",Unrelated
7/15/2018,"CS, Ambassador #MonicaJuma, this afternoon received the 44th President of the United States, Barack Obama at the Jomo Kenyatta International Airport. She was accompanied by US ambassador to Kenya, H.E. Robert Godec, and his sister Auma Obama. Obama is on a private visit to Kenya",Receive
7/14/2018,"CAS Hon @AbabuNamwamba is in Lusaka, Zambia, leading the Kenyan delegation at the COMESA Policy Organs' Meetings. He will also represent CS Amb #MonicaJuma at the 16th meeting of COMESA Ministers of Foreign Affairs and the 20th COMESA Summit. He is with Trade PS, Dr.Chris Kiptoo.",Unrelated
7/13/2018,PDS Amb. Tom Amolo was paid a courtesy call by the Ambassador of Indonesia H.E Soehardjono Sastromihardjo today at his office. They discussed the upcoming Global Sustainable @BlueEconomy2018 Conference in Nairobi and the 5th Our Ocean Conference in Indonesia.,Unrelated
7/13/2018,The Cabinet Secretary #MonicaJuma further reinforced Kenya's  commitment to the objectives of CGPCS and suggested a widening of its mandate to other forms of maritime crimes within the Western Indian Ocean @BlueEconomy2018,Unrelated
7/13/2018,"The Cabinet Secretary for Foreign Affairs Amb #MonicaJuma joined her counterpart from the Ministry of Defence, Amb. Raychelle Omamo at the opening session of the 21st Plenary Session of the Contact Group on Piracy off the Coast of Somalia (CGPCS) at UN Complex, Gigiri.",Unrelated
7/12/2018,"P.S Amb Macharia Kamau, held bilateral talks with Costa Rica Ambassador to Kenya Marta Juarez Ruiz at his office. They discussed how to further strengthen bilateral relations between the two countries and cooperation in areas related to blue economy, tourism, clean energy &amp;,trade",Unrelated
7/12/2018,Hon @AbabuNamwamba and Ambassador Trott underscored the importance of continued partnership between the Intergovernmental Authority on Development  (IGAD) and UK in support of the South Sudan Peace Process,Unrelated
7/12/2018,"Foreign Affairs CAS Hon @AbabuNamwamba today held talks with the UK Special Envoy for Sudan and South Sudan, Amb. Chris Trott. They exchanged views on the ongoing IGAD-led South. Sudan Peace Process including the High-Level Talks in Khartoum.",Unrelated
7/12/2018,"CS #MonicaJuma yesterday held talks with the U.N Assistant SG for Political Affairs Mr. Taye-Brook Zerihoun. The meeting discussed the recent developments in the Horn of Africa Region, the situation in Somalia and South Sudan, and the progress of the IGAD-led Peace Process.",Unrelated
7/11/2018,Kenya's High Commissioner to India Ambassador Willy Kipkorir Bett today presented his credentials to H.E Ram Nath Kovind President of India at Rashtrapati Bhavan.,Unrelated
7/11/2018,"C.S #MonicaJuma, and Amb Raychelle Omamo, C.S Defence held discussions with Mauritius Minister of Foreign Affairs, Regional Integration and International Trade Hon. Seetanah Lutchmeenaraidoo on bilateral &amp; the 21st Plenary Session Contact Group on Piracy off the Coast of Somalia",Unrelated
7/11/2018,"Foreign Affairs Ministry led PS Amb Macharia Kamau hosted a farewell luncheon for the outgoing Germany Ambassador to Kenya, H.E Amb. Jutta Frasch who has completed her tour of duty in Kenya.",Unrelated
7/11/2018,"C.S Amb #MonicaJuma on July 9, held bilateral talks with Portugal Minister H.E Ana Paula Vitorino, where they discussed historic ties between the two countries &amp; agreed to enhance the relations especially the role of oceans/waterways as key to sustainability &amp; economic progress.",Unrelated
7/10/2018,C.A.S @AbabuNamwamba was among invited guests at a welcome reception in honour of Sun Baohong  the new Ambassador of People's Republic of China to Kenya held at Laico Regency yesterday night.,Unrelated
7/10/2018,"C.S #MonicaJuma today held talks with H.E. Jassim Saif Ahmed Al-Sulaiti, Minister of Transport and Communication of the State of Qatar who paid her a courtesy call. Present was Amb of Qatar to Kenya H.E. Jabr Bin Ali Al-Dosari and Amb Jackline Yonga, Director Middle East.",Receive
7/10/2018,Foreign Affairs Cabinet Secretary Amb. #MonicaJuma this morning bid farewell to outgoing #Germany Amb to Kenya H.E  Jutta Frasch whose tour of duty has ended. Amb Juma thanked Ms Frasch for her commitment in improving relations with Kenya during her tenure @GermanyinKenya,Unrelated
7/9/2018,"CAS Hon. Ababu Namwamba was the chief guest during #Argentina's Independence Day celebration held today at the Argentine ambassador's residence, hosted by H.E Ambassador Martin Gomez Bustillo",Away
7/9/2018,Political &amp; Diplomatic Secretary Amb Tom Amolo met with Indonesia Vice Minister of Foreign Affairs Abdurrahmad M. Fachir. Amolo is in Indonesia to deliver a special message from CS #MonicaJuma to Foreign Minister H.E Retno Lestrai Marsudi on the upcoming Blue Economy Conference,Unrelated
7/4/2018,"P.S Macharia Kamau has hailed the contribution made by Amb Robert Godec, in further deepening diplomatic relations between Kenya and U.S. He said this when he graced the United States of America 242nd Independence day celebrations at U.S Ambassadors residence Nairobi last night.",Unrelated
7/4/2018,"H.E. Jabor bin Ali Hussein Al Hawashela Al-Dosari,Qatar Amb to Kenya, paid courtesy call on the Principal Secretary Macharia Kamau.They discuss bilateral issues of mutual concern including the upcoming visit of Qatar Transport Minister and the Blue Economy Conference in November",Unrelated
7/4/2018,"PS Amb. Macharia Kamau held bilateral talks with Amb. Sheidu Omieza Momoh, The High Commissioner of Nigeria, who paid a courtesy call today.They agreed on the need to further enhance cooperation between Kenya &amp; Nigeria and sharing experiences in the field of arts &amp; sports.",Unrelated
7/2/2018,"Somalia's Ministry of Foreign Affairs and Investment Promotion PS, H.E  Ali Mohamed Ali paid a courtesy call on PS Macharia Kamau. They discussed the upcoming Joint Commission for Cooperation between Kenya and Somalia among other issues important to both Countries.",Receive
7/1/2018,"CS #MonicaJuma joined Heads of State and Government for a Group photo after the opening Ceremony of the 31st Ordinary Session of the Assembly of Heads of State and Government of the African Union in Nouakchott, Mauritania.",Unrelated
7/1/2018,"CS #Monica Juma is leading the Kenya delegation as a representative of President @UKenyatta at the Heads of State and Government Summit in Nouakchott, Mauritania.",Away
7/1/2018,"The Summit was officially opened by the AU Chairperson H.E Paul Kagame, President of Rwanda, and the host H.E Mohamed Ould Abdel Aziz, President of the Islamic Republic of Mauritania.",Unrelated
7/1/2018,"CS #Monica Juma attended the opening session of the 31st Ordinary Session of the Assembly of Heads of State and Government of the African Union in Nouakchott, Mauritania.",Unrelated
6/30/2018,CS #MonicaJuma attended the High-Level side event on Women in Power on the margins of the 31st African Union Summit. The event was opened by President of Rwanda H.E Paul Kagame and is organized by the AUC  in partnership with EU Commission.,Unrelated
6/30/2018,She expressed gratitude to the Government and to the People of Mauritania for the kind hospitality extended to her and the Kenya delegation and extended an invitation to the Minister &amp; his delegation to attend the #BlueEconomyConference in Nairobi on 26-28 November 2018.,Away
6/30/2018,"CS Monica Juma held bilateral talks with her counterpart H.E. Smael Ould Cheikh Ahmed, Minister of Foreign Affairs and Cooperation of the Islamic Republic of Mauritania. They discussed strengthening cooperation and drawing on each other’s experience in fighting terrorism.",Away
6/30/2018,"Foreign Affairs CAS Hon. Ababu Namwamba yesterday met with Norwegian special envoy to South Sudan, Mr. Erling Skjonsberg and Charge de Affairs Mr. Vebjorn Heines. They discussed the state of the peace process in South Sudan.",Unrelated
6/29/2018,"The Cabinet Secretary #MonicaJuma invited Botswana to participate at the upcoming High Level Sustainable #BlueEconomyConference to be held in Nairobi, Kenya from 26-28 November, 2018.",Unrelated
6/29/2018,"They discussed deepening relations between Kenya and Botswana, especially in the fields of mining, tourism and livestock, and greater cooperation on implementation of the  African Continental Free Trade Area agreement that seeks expanded markets, economic growth and development.",Unrelated
6/29/2018,"CS #MonicaJuma today held bilateral talks with the Foreign Minister of Botswana H.E Hon Dr. Unity Dow on the sidelines of the Ministerial Session of the 31st African Union Summit in Nouakchott, Mauritania. Botswana Foreign PS Gaeimelwe Goitsemang &amp; Amb Purity Muhindi were present",Unrelated
6/29/2018,"Foreign Affairs CAS Hon @AbabuNamwamba today met with Norwegian special envoy to South Sudan, Mr. Erling Skjonsberg and Charge de Affairs Mr. Vebjorn Heines. They discussed the state of the peace process in South Sudan.",Unrelated
6/28/2018,PDS Tom Amolo today held a consultative meeting with ambassador of Serbia to Kenya Mr Dragan Zupanjevac who called on him at his MFA office. Their discussions were centred on strengthening Kenya-Serbia bilateral relations.,Unrelated
6/28/2018,"H.E. Jabor bin Ali Hussein Al Hawashela Al-Dosari, Ambassador of Qatar to Kenya, paid a courtesy call on PDS Amb Tom Amolo at his office today to discuss bilateral issues of mutual concern with an emphasis on up-scaling economic cooperation between Kenya and Qatar. @amolosango",Unrelated
6/28/2018,They discussed issues surrounding Regional Security and enhancing relations and cooperation between Kenya and the United States.,Unrelated
6/28/2018,"CS #MonicaJuma joined other Foreign Ministers, the AUC Chairperson H.E Moussa Faki Mahamat and AU Commissioners for a group photo after the opening session of the 33rd Ordinary Session of the Executive Council of the African Union in Nouakchott,Mauritania.",Unrelated
6/28/2018,"CS #MonicaJuma attended the opening session of the 33rd Ordinary Session of the Executive Council of the African Union in Nouakchott, Mauritania",Unrelated
6/27/2018,"President Uhuru Kenyatta today bade farewell to the outgoing Egyptian Ambassador H.E Mahmoud Ali Talaat  at State House, Nairobi.",Unrelated
6/27/2018,"President Uhuru Kenyatta today bade farewell to the outgoing Botswana High Commissioner H.E John Moreti at State House, Nairobi.",Unrelated
6/27/2018,"They discussed areas of mutual cooperation, pending agreements and Kenya’s Big Four Agenda. The PDS further invited Spain to participate in the Blue Economy Conference to he held on November 26-28, 2018 in Nairobi.",Unrelated
6/27/2018,"Earlier in the morning, Amb Amolo held a meeting with Mr Robrero. He was accompanied by Amb de Viedma, and the Deputy Head of Mission at Spain Embassy, Mr Xavier Marti.",Unrelated
6/27/2018,Political and Diplomatic Secretary Amb Tom Amolo today hosted the Director for Africa in the Ministry of Foreign Affairs and Cooperative of Spain Mr Raimundo Robrero to a working lunch. Mr Robrero was accompanied by Spanish Ambassador to Kenya Mr Javier García de Viedma.,Unrelated
6/26/2018,"President Uhuru Kenyatta signs the visitors book at Safari Park, venue for the Northern Corridor Integration Projects Summit that kicked off in Nairobi today morning. Presidents Yoweri Museveni of Uganda, Paul Kagame of Rwanda and President Salva Kiir's special envoy attended.",Unrelated
6/26/2018,"Yesterday evening, CAS Ababu Namwamba received a Memorandum from South Sudanese Youth Leaders adopted in Kigali last week titled 'Youth Position on Outstanding Issues Regarding the High-Level Revitalization Forum on South Sudan.' The delegation was led by Dr Koiti Emmily.",Unrelated
6/26/2018,President @KagutaMuseveni of Uganda has arrived in the country at 10.40am to attend the 14th Summit on the Northern Corridor Integration Projects. He was received by Cabinet Secretary Ukur Yattani and Foreign Affairs CAS Hon @AbabuNamwamba,Unrelated
6/26/2018,President Paul Kagame of Rwanda arrived in the country at 10.15am today to attend the 14th Summit on the Northern Corridor Integration Projects. He was received by Cabinet Secretary Charles Keter and CAS Hon @AbabuNamwamba,Unrelated
6/25/2018,CS #MonicaJuma with the outgoing Ambassador of the Arab Republic of Egypt H.E. Mahmoud Ali Talaat who called on the CS to bid her farewell. His tour of duty in Nairobi has come to a successful end.,Unrelated
6/25/2018,CS #MonicaJuma and PS Macharia Kamau this afternoon meet the United Nations Committee on South Sudan sanctions led by Ms. Joanna Wronecka. Discussed the peace process and current situation in South Sudan.,Unrelated
6/25/2018,Sri Lankan Foreign Minister Hon Tilak Marapan was accompanied by Ambassador Weerawardena Sunil Dharmasena De Silva. CS #MonicaJuma invited Sri Lanka to participate in the #Blueeconomy conference to he held on 26-28 November 2018 in Nairobi.,Unrelated
6/25/2018,"CS #MonicaJuma, today held bilateral talks with Hon. Tilak Marapana, Sri Lankan Foreign Minister who is on official visit to Kenya. They discussed strengthening bilateral relations, education and scholarships, trade and sports especially Crickets and athletics.",Receive
6/22/2018,"Others present included H.E. Mrs. Elizabeth Ines Taylor Jay, Ambassador of Colombia to Kenya and  H.E. Soehardjono Sastromihardjo, Ambassador of Indonesia to Kenya, Amb Purity Muhindi, Director for Africa and AU at MFA among other guests.",Unrelated
6/22/2018,"Political Diplomatic Secretary Amb. Tom Amolo today presided over the Farewell Luncheon in Honour of H.E. John Moreti, outgoing High Commissioner of Botswana to Kenya held at Intercontinental Hotel, Nairobi.",Unrelated
6/22/2018,CS #MonicaJuma when she joined President Uhuru Kenyatta at the Extra- Ordinary session of IGAD 32nd Assembly of Head of State and Government. The Session reviewed the progress made in South Sudan peace process and the way forward.,Unrelated
6/21/2018,"CS #MonicaJuma: Congratulations to my Botswanan counterpart, Minister for International Affairs &amp; Cooperation, Hon. Unity Dow, on your appointment. I look forward to further our good relations for the benefit of our two peoples. @unitydow",Unrelated
6/21/2018,"CAS Ababu Namwamba, earlier today met H.E. Mrs Elizabeth Ines Taylor Jay, ambassador of Colombia in Kenya who paid him a courtesy call at the Ministry. They discussed how to enhance bilateral and trade relations between Kenya and Colombia.",Unrelated
6/21/2018,The Council will also access the reports and progress of the (High-Level Revitalisation Forum) for 2015 Agreement on Resolution of the Conflict in South Sudan (ARCSS) and come up with way forward for possible approval by IGAD Heads of States and Government meeting later today.,Unrelated
6/21/2018,"The Council of Ministers are set to receive briefings on the situation in South Sudan from;  Chairperson of IGAD Council of Ministers, the Chairperson of Joint Monitoring and Evaluation Commission (JMEC) H.E. Festus Mogae and IGAD Special Envoy for South Sudan Amb Ismail Wais.",Unrelated
6/21/2018,"CS #MonicaJuma accompanied by Djibouti Foreign Minister, Hon Mahamoud Ali Youssouf and Uganda's Hon Sam Kutesa, arrive at the Sheraton Hotel, Addis Ababa, venue of the ongoing 63rd Extra-Ordinary Session of the IGAD Council of Ministers. @samkutesa",Away
6/21/2018,The Council of Ministers' meeting will precede the IGAD Heads of States and Government summit to be held later in the afternoon where President Uhuru Kenyatta will meet other regional leaders to discuss the peace process in South Sudan.,Unrelated
6/21/2018,"CS #MonicaJuma with Kenya's ambassador in Addis, Ms Catherine Mwangi, at Bole International Airport, Addis Ababa. CS is in Addis to attend IGAD Foreign Ministers' 63rd Extra-Ordinary Session of Council meeting set to discuss South Sudan peace process &amp; review gains met this far.",Away
6/20/2018,"CAS Ababu Namwamba today received the High Commissioner of Nigeria in Kenya, H.E. Sheidu Omeiza Momoh, who called on him to introduce himself. They discussed how to work together to strengthen cooperation between Kenya and Nigeria. @AbabuNamwamba",Unrelated
6/20/2018,"CAS Ababu Namwamba today hosted H.E. Remy Barampama, Burundian ambassador in Kenya who paid him a courtesy call. They discussed strengthening cooperation between Burundi and Kenya including promotion of bilateral ties.",Unrelated
6/20/2018,PS Macharia Kamau briefs the press after the Blue Economy pledging conference held today in Nairobi's Crowne Plaza Hotel. Canada will co-host the Conference with Kenya having contributed two million US dollars in cash for the Conference and a further one million dollars in kind.,Unrelated
6/20/2018,"CS #MonicaJuma and Canada's High Commissioner in Nairobi Sara Hradecky address Diplomatic Corps and other stakeholders during the pledging conference on Sustainable Blue Economy Kenya is scheduled to host on November 26-28, 2018 in Nairobi.",Unrelated
6/20/2018,PS Macharia Kamau bid farewell to H.E. John Moreti outgoing Ambassador of Botswana to Kenya whose tour of duty has ended. The PS @AmbMKamau wished him well in his new assignment.,Unrelated
6/20/2018,"Hon @AbabuNamwamba also held bilateral talks with H.E. Remy Barampama, Ambassador of Burundi to Kenya on strengthening cooperation between the two countries.",Unrelated
6/20/2018,CAS Hon @AbabuNamwamba was paid a courtesy call today by the High Commissioner of the Federal Republic of Nigeria to Kenya  H.E. Sheidu Omeiza Momoh. They discussed how to work together in order to strengthen cooperation between Kenya and Nigeria,Unrelated
6/19/2018,"PS Macharia Kamau today morning met Mr Dmitry G. Kuptel, ambassador of Belarus resident in Addis Ababa, Ethiopia. He was accompanied by Mr Sergei Makarevich, Nairobi-based Charge d'Affairs. They discussed upcoming visit by Belarusian Minister of Foreign, Mr Valdimir Makei.",Unrelated
6/19/2018,CS #MonicaJuma with the visiting China Vice Minister of Foreign Affairs Mr Wang Chao who paid her a courtesy call. They discussed the forthcoming FOCAC summit in Beijing and regional issues including peace process in Somali and South Sudan.,Receive
6/18/2018,"Hon Moses Cheboi, by Hon Margaret Kamar, Hon Lilian Gogo and Hon Dido Rasso pay a courtesy call at Kenya Embassy in Brussels. The delegation is attending 50th ACP Parliamentary and 35 Joint ACP-EU Parliamentary Assemblies. In the picture Kenya’s Amb to EU and Belgium Johnson Weru",Unrelated
6/18/2018,"Media Invite.
Briefing on Three Kenyan prisoners released from Ethiopian Jail.
CS, Ministry of Foreign Affairs Amb. Monica Juma will today Monday June 18, 2018, officially present three Kenyans prisoners released from Ethiopian Jail to their families @ForeignOfficeKE",Unrelated
6/18/2018,"The event was organised by Indian High Commission; In attendance was Ministry of Foreign Affairs CAS Hon Ababu Namwamba, Indian High Commissioner to Kenya Ms Suchitra Durai  and UNON Directer General Sahle-Work Zewde.",Unrelated
6/15/2018,"Deputy Speaker Hon Moses Cheboi accompanied by Hon Margaret Kamar lead Kenya delegation to the 50 ACP Parliamentary Assembly meeting in Brussels, Belgium. Other delegates include Hon. Lilian Gogo, Hon. Omanga and Hon. Tasso and Kenya Ambassador to Belgium Amb John Johnson Weru.",Unrelated
6/13/2018,"PS Macharia Kamau and Ms Teresa Ribiero, Portugal's Secretary of State of Foreign Affairs and Cooperation, sign an agreement on political co-operation &amp; MoU to teach Portuguese language to officers of the Ministry by the Institute of Cooperation.",Unrelated
6/13/2018,"PS Macharia Kamau yesterday met the UK Special Representative for Sudan and South Sudan, Mr. Christopher Trott. They discussed the progress so far made in the High Level Revitalization Forum of the Agreement on the Resolution of the Conflict in South Sudan.",Unrelated
6/13/2018,"Dr. Mohammed A. Khayat, ambassador of the Kingdom of Saudi Arabia today paid a courtesy call on the Principal Secretary, Amb. Macharia Kamau at his office to discuss mutual bilateral issues.",Unrelated
6/13/2018,"Chinese ambassador to Kenya, Amb Sun Baohong today called on PS Macharia Kamau to discuss upcoming visit of Mr. Wang Yang (Chairman of the Chinese people's Political Consultative Conference), as well as Forum on China-Africa Cooperation (FOCAC) meeting scheduled for September.",Unrelated
6/12/2018,"In attendance were Hungary State Secretary for Agriculture, Miklos Zsolt Kis, EU ambassador to Kenya, Amb. Stefano Dejak, Czech ambassador, Pavel Rezac, Hungary’s Laszlo Mathe and Slovakia’s Frantisek Dlohopolcek. Governor Amason Kingi &amp; PS Richard Lesiyampe were also present.",Unrelated
6/12/2018,"PS Amb Macharia Kamau hosted a luncheon in honour of Mr. Tharman Shanmugaratnam, Deputy Prime Minister and Coordinating Minister for Economic and Social Policies of Singapore and his delegation; The Deputy Prime Minister is in Kenya on a two-day visit.",Unrelated
6/12/2018,"PS Amb. Macharia Kamau and H.E Ms Teresa Ribiero, Portugal Secretary of State for Foreign Affairs &amp; Cooperation signed Cooperation Agreement that will establish JCC Framework, and MOU on Portuguese language and cultural training for officers in the Ministry of Foreign Affairs.",Unrelated
6/12/2018,Chief Administrative Secretary Hon. @AbabuNamwamba held bilateral talks with Japanese Ambassador to Kenya H.E Tishitsugu Uesawa who paid him a courtesy call at the Ministry of Foreign Affairs and International Trade.,Unrelated
6/8/2018,"Kenya ratifies Tripartite Free Trade Area Agreement (TFTA). Seen here; Common Market for Eastern and Southern Africa (COMESA)
Secretary General Mr. Sindiso Ngwenya receiving Kenya's Instrument of Ratification of the TFTA from Amb Sophy Kombe, Kenya’s High Commissioner in Zambia.",Unrelated
6/7/2018,"The Sweden National Day is commemorated in honor of Gustav Vasa, King of Sweden from 1523- 1560 who laid foundation of modern Sweden as an independent State.",Unrelated
6/7/2018,"CAS Hon @AbabuNamwamba has hailed the strong bilateral relations and development cooperation between Kenya and Sweden. He said this during
celebration to mark the Kingdom of Sweden National Day held at Swedish  Ambassador residence last evening @SweMFA",Unrelated
6/6/2018,"President Uhuru Kenyatta and Cabinet Secretary for Foreign Affairs and International Trade Amb. #MonicaJuma with Canadian officials at Québec City Jean Lesage International Airport when they arrived in Canada for the G7 Summit, 2018.",Away
6/6/2018,"CAS Hon. @AbabuNamwamba was the chief guest at the Danish Embassy last evening in honor of Denmark's Constitutional Day. The event was hosted by the Danish Ambassador, H.E Ms Mette Knudsen.",Unrelated
6/5/2018,Kenya Team in Cannes France  attending Midem 2018 a conference on Music which is held every year. Kenya is bidding to host Midem Africa in 2019. Amb Ben Ogutu MFA and Dr Otoyo from Permanent Presidential Music Commission with Officials from Brand Kenya are leading the Kenya bid.,Unrelated
6/5/2018,CS #MonicaJuma was paid a courtesy call by the new Chinese Amb. H.E Sun Baohang. They discussed bilateral matters including the upcoming FOCAC Summit scheduled for Sept. 2018 in Beijing. China pledged support for the #BlueEconomy Conference to be hosted by Kenya in November 2018.,Unrelated
6/5/2018,"PDS Tom Amolo in Brasilia, Brazil for bilateral talks. ",Away
6/5/2018,"Apart from Ms Boahong, others who presented credentials today to H.E. the President were, Sri Lanka’s High Commissioner-designate Weerawardena Sunil Dharmasena De Silva and New Zealand’s non-resident ambassador-designate Mark Ramsden who is resident in Addis Ababa, Ethiopia.",Unrelated
6/5/2018,"President Uhuru Kenyatta receives credentials from, Ms Sun Baohong, China’s first female ambassador to Nairobi today. CS #MoinicaJuma attended the brief Ceremony at State House.",Unrelated
6/2/2018,CAS Hon Ababu Namwamba accompanied by High Commissioner Jean Kimani tour the various business booths showcasing Kenya and Botswana products and services at the Investment Forum.,Unrelated
6/2/2018,"CAS Hon Ababu Namwamba, High Commissioner Jean Kimani, Diaspora Director Washington Oloo and President of Business Botswana Mr Gobusamany Keebine, address the Kenya-Botswana Diaspora Investment Forum in Gaborone.",Unrelated
6/2/2018,"Earlier today, CAS Ababu Namwamba accompanied by Kenya High Commissioner in Botswana, Amb Jean Kimani, arrive at Fairgrounds Holdings complex, Gaborone, where he presided over the 2nd Kenya-Botswana Diaspora Investment Forum.",Unrelated
6/2/2018,"CAS Ababu Namwamba last evening attended Madaraka Day celebrations hosted by Kenyan High Commissioner to Botswana, Amb. Jean Kimani. The fete was attended by the Kenya Diaspora in Gaborone.",Unrelated
6/2/2018,"The Kenya-Botswana Diaspora Investment Forum theme: Showcasing Investment Opportunities, Cultural and Tourist Attractions for Shared Prosperity.",Unrelated
6/2/2018,"CAS Ababu Namwamba with Kenya Botswana Diaspora Association (KEBODIA) officials during Madaraka Day celebrations last night. CAS will today preside over Kenya-Botswana Diaspora Investment Forum at Fairgrounds Holdings, Gaborone.",Unrelated
6/1/2018,President Uhuru Kenyatta holds bilateral talks with South Africa’s Deputy President David Mabuza who attended this year’s Madaraka Day celebrations in Meru County.,Receive
6/1/2018,CS #MonicaJuma receives South Africa Deputy President David Mabuza at Kinoru Stadium.  He is attending Madaraka Day celebrations &amp; will hold bilateral talks with President Uhuru Kenyatta on establishing party-to-party relations between Jubelee Party and Africa National Congress.,Receive
6/1/2018,"CAS Ababu Namwamba earlier today in Gaborone paid a courtesy call on Ms Bogolo Joy Kenewendo, Botswana's Minister for Investment, Trade and Industry. Kenya and Botswana will leverage on the cordial political relations to push up trade volumes that until now remain dismal.",Away
6/1/2018,"C.S Monica Juma received South Africa Deputy President David Mabuza at Kinoru Stadium, in Meru. Mabuza who is the Deputy leader of the Africa National Congess ANC is in Kenya to attend the 55th Madaraka day celebrations.",Receive
6/1/2018,"CAS Ababu Namwamba: Congratulated Botswana, through PS Goitsemang, for the smooth political transition in April 2018. Kenya looks forward to a return State Visit by new President in coming months.",Unrelated
6/1/2018,"CAS @AbabuNamwamba: Held fruitful discussions with Mr Gaeimelwe Goitsemang, Botswanan Permanent Secretary Ministry of Foreign Affairs &amp; International Cooperation. Kenya and Botswana enjoy traditional cordial bilateral relations.",Receive
6/1/2018,"CAS Hon Ababu Namwamba with Kenya High Commission staff in Gaborone, Botswana. He is accompanied by High Commissioner Jean Kimani, and Director Diaspora Mr. Washington Oloo.",Away
6/1/2018,"The Ministry has today helped to evacuate nine Kenyans who have been stranded in Oman for two weeks after being trafficked for non existent jobs. The Ministry urges all Kenyans to always confirm promised job opportunities with the Director, Diaspora Directorate Diaspora@mfa.go.ke",Unrelated
