Date,Text,Label,Country
6/30/2018,"CS Monica Juma held bilateral talks with her counterpart H.E. Smael Ould Cheikh Ahmed, Minister of Foreign Affairs and Cooperation of the Islamic Republic of Mauritania. They discussed strengthening cooperation and drawing on each other’s experience in fighting terrorism.",Away,
6/25/2018,"CS #MonicaJuma, today held bilateral talks with Hon. Tilak Marapana, Sri Lankan Foreign Minister who is on official visit to Kenya. They discussed strengthening bilateral relations, education and scholarships, trade and sports especially Crickets and athletics.",Receive,
6/21/2018,"CS #MonicaJuma accompanied by Djibouti Foreign Minister, Hon Mahamoud Ali Youssouf and Uganda's Hon Sam Kutesa, arrive at the Sheraton Hotel, Addis Ababa, venue of the ongoing 63rd Extra-Ordinary Session of the IGAD Council of Ministers. @samkutesa",Away,
6/21/2018,"CS #MonicaJuma with Kenya's ambassador in Addis, Ms Catherine Mwangi, at Bole International Airport, Addis Ababa. CS is in Addis to attend IGAD Foreign Ministers' 63rd Extra-Ordinary Session of Council meeting set to discuss South Sudan peace process &amp; review gains met this far.",Away,
6/19/2018,CS #MonicaJuma with the visiting China Vice Minister of Foreign Affairs Mr Wang Chao who paid her a courtesy call. They discussed the forthcoming FOCAC summit in Beijing and regional issues including peace process in Somali and South Sudan.,Receive,
6/6/2018,"President Uhuru Kenyatta and Cabinet Secretary for Foreign Affairs and International Trade Amb. #MonicaJuma with Canadian officials at Québec City Jean Lesage International Airport when they arrived in Canada for the G7 Summit, 2018.",Away,
6/5/2018,"PDS Tom Amolo in Brasilia, Brazil for bilateral talks. ",Away,
6/1/2018,President Uhuru Kenyatta holds bilateral talks with South Africa’s Deputy President David Mabuza who attended this year’s Madaraka Day celebrations in Meru County.,Receive,
6/1/2018,CS #MonicaJuma receives South Africa Deputy President David Mabuza at Kinoru Stadium.  He is attending Madaraka Day celebrations &amp; will hold bilateral talks with President Uhuru Kenyatta on establishing party-to-party relations between Jubelee Party and Africa National Congress.,Receive,
6/1/2018,"CAS Ababu Namwamba earlier today in Gaborone paid a courtesy call on Ms Bogolo Joy Kenewendo, Botswana's Minister for Investment, Trade and Industry. Kenya and Botswana will leverage on the cordial political relations to push up trade volumes that until now remain dismal.",Away,
6/1/2018,"C.S Monica Juma received South Africa Deputy President David Mabuza at Kinoru Stadium, in Meru. Mabuza who is the Deputy leader of the Africa National Congess ANC is in Kenya to attend the 55th Madaraka day celebrations.",Receive,
6/1/2018,"CAS @AbabuNamwamba: Held fruitful discussions with Mr Gaeimelwe Goitsemang, Botswanan Permanent Secretary Ministry of Foreign Affairs &amp; International Cooperation. Kenya and Botswana enjoy traditional cordial bilateral relations.",Receive,
6/1/2018,"CAS Hon Ababu Namwamba with Kenya High Commission staff in Gaborone, Botswana. He is accompanied by High Commissioner Jean Kimani, and Director Diaspora Mr. Washington Oloo.",Away,
5/30/2018,CS #MonicaJuma held bilateral talks with the visiting Ecuador Foreign Affairs and  Human Mobility Minister H.E. Maria Fernanda Espinosa at her office this afternoon.,Receive,
5/30/2018,"CS #MonicaJuma accompanied by CS Joe Mucheru and other senior government officials, receive President of the Federal Republic of Somalia, H.E. Mohamed Abdulllahi Mohamed, at JKIA upon arrival for a two-day State visit.",Receive,
5/21/2018,CAS Ababu Namwamba with Ethiopian Minister Ms Hirut Zemene and Somalia Deputy Minister Mukhtar Mahad Daud brief Chinese Special Representative on African Affairs Amb. Xu Jinghu on the progress of negotiations among Sudanese Parties. China support to South Sudan peace process.,Receive,
5/13/2018,"#MonicaJuma this afternoon held bilateral talks with visiting Jordanian Minister of Industry, Trade &amp; Supply Mr Yarub Qudah. Discussed strengthening partnerships; agreed to form a team to come up with draft doc to actualise proposed special statues agreement btn the two Countries",Receive,
5/11/2018,"Hon. Namwamba chats with Ugandan Minister of State for Foreign Affairs Hon. Okello Oryem at Bole International Airport, Addis, Ababa. The Minister is also attending the IGAD Council of Ministers' meeting on peace in South Sudan.",Away,
5/11/2018,Hon Nambwamba is in Ethiopia to participate in the third round of IGAD Council of Ministers Shuttle Diplomacy on the Peace Process of South Sudan.,Away,
5/11/2018,"CAS Hon. Ababu Namwamba at Bole International Airport on arrival in Addis Ababa, Ethiopia last evening. He was received by Mr. George Orina from Kenya Embassy in Addis.",Away,
5/10/2018,"CS #MonicaJuma bids farewell to Djiboutian President Ismail Omar Guelleh, at the end of a successful three-day state visit. Also at the JKIA to see off the visiting President was CS Mwangi Kiunjuri, Nairobi County Governor, Mike Sonko among other officials.",Receive,
5/9/2018,"Cabinet Secretary #MonicaJuma, this morning held a breakfast meeting with Hon. Mahmoud Ahmed Youssouf, Minister for Foreign Affairs and International Cooperation of Djibouti. Hon Youssouf is accompanying his President Ismaïl Omar Guelleh who is on a three-day state visit.",Receive,
5/8/2018,"Cabinet  Secretary  #MonicaJuma this evening received H.E. Ismail Omar Guelleh, President of Djibouti at Jomo Kenyatta International Airport when he arrived for a three-day State Visit.",Receive,
5/6/2018,"Ethiopian Prime Ministeer will formally be received tomorrow at State House by his host President Uhuru Kenyatta. Kenya and Ethiopia enjoy strong bilateral relations, deepened further by the Special Status Agreement between the two countries.",Receive,
5/6/2018,"CS #MonicaJuma receives Ethiopian Prime Minister, Abiy Ahmed Ali, at JKIA when he arrived for a two-day State visit focused on bolstering the existing strong relations between Kenya and Ethiopia.",Receive,
5/4/2018,"President Uhuru Kenyatta with Speaker of the People’s National Assembly of Algeria, Mr Said Bouhadja at State House, Nairobi. Also present is Deputy President William Ruto.",Receive,
4/30/2018,CS #MonicaJuma today evening called on Pakistani Prime Minister Mr Shahid Khaqan Abbasi at the Prime Minister’s House. CS Juma is in Pakistan as Special Envoy of the President Uhuru Kenyatta to deliver a special message to the Prime Minister.,Away,
4/30/2018,CS #MonicaJuma visit is a follow-up meeting for President Uhuru Kenyatta discussions with Pakistani Prime Minister Shahid Khaqan Abbasi on the sidelines of CHOGM in London where they agreed to urgently explore ways of sprucing up trade between the two countries.,Away,
4/30/2018,"CS #MonicaJuma has arrived at Benazir Bhutto International Airport, Islamabad Pakistan for a three-day official visit. She will lead Kenya and Pakistan discussions on deepening ties in trade and investment, peace and security; collaboration in the growth of the Blue Economy.",Away,
4/28/2018,CAS Hon Ababu Namwamba is in Juba for the IGAD Council of Ministers shuttle diplomacy consultations on the status of implementation of the High-Level Revitalization Forum towards peace and stability in South Sudan,Away,
4/26/2018,"CS #MonicaJuma held a meeting with Djibouti Minister for Agriculture, Livestock and Fisheries Resource, Hon Mohamed Ahmed Awaleh. The two discussed cooperation of agriculture studies in Kenya and exchange in livestock exports and experience.",Away,
4/26/2018,"CS #MonicaJuma with Dr. Nabil Mohamed Ahmed, Djibouti Minister for Higher Education and Research at his office. The two Ministers agreed to strengthen cooperation through exchange of students, researchers and lecturers.",Away,
4/24/2018,"CS #MonicaJuma today met and held discussions with Hon Mahmoud Ali Yousouf, Minister for Foreign Affairs and International Cooperation of Djibouti, at the Ministry of Foreign Affairs, Djibouti.",Away,
4/24/2018,"#CSJuma will hold talks with her counterpart Hon. Mahmoud Ali Yousouf, Minister for Foreign Affairs and International Cooperation and later meet Ministers of Communication, Tourism, Higher Education and Livestock.
She will also address Kenyan Diaspora in Djibouti.",Away,
4/24/2018,"CS #MonicaJuma at Presidential Palace Djibouti where she paid a courtesy on President Ismaïl Omar Guelleh &amp; presented a special message from President Uhuru Kenyatta upon his acceptance of invitation to undertake a State visit to Kenya from between May 9-10, 2018.",Away,
4/24/2018,"CS #MonicaJuma has this morning arrived in Djibouti for a two-day visit. She was received at the Ambouli International Airport by Charge 'd Affairs, Djibouti Embassy in Kenya Mr Abdoulkader Houssein Omar and IGAD Executive Secretary Amb Mahboub Maalim.",Away,
4/12/2018,"CAS Ababu Namwamba yesterday met with a group of Turkish Parliamentarians led by Mr Mahmut Kačar, Chairman of Turkey-Kenya Interparliamentary Friendship Group. They discussed how to strengthened bilateral relations between the two countries. @AbabuNamwamba",Receive,
4/10/2018,"CS Monica Juma was in Addis Ababa, #Ethiopia today to deliver a special message from President @UKenyatta to Prime Minister H.E. Abiy Ahmed.",Away,
4/9/2018,"Deputy President H.E. William Ruto has this evening arrived in Khartoum, Sudan for an official visit. The DP was received on arrival by Sudanese First Vice President H.E. Lt. Gen Bakri Salih. @WilliamsRuto",Away,
4/6/2018,"CS Monica Juma this evening hosted the visiting Costa Rican Foreign Affairs Minister, Hon Manuel Gonzalez Sanz, to dinner at Intercontinental Hotel, Nairobi. The Minister's three-day visit has ended during which time he opened Costa Rica Embassy in Nairobi, the first in Africa.",Receive,
4/6/2018,Foreign Affairs and International Trade Cabinet Secretary Amb Monica Juma yesterday evening in her office signed an MOU on political consultations with her counterpart Costa Rica visiting Foreign Minister Hon. Manuel Gonzalez Sanz Rica.,Receive,
4/4/2018,"Amb. Jackline Yonga, Director Middle East at MFA/IT, today met H.E. Yusuf Bin Alawi Bin Abdullah, Minister Responsible for Foreign Affairs of the Sultanate of Oman. She was accompanied by Kenya’s ambassadors to the Sultanate Amb Mohamed Dory Yakub.",Away,
4/3/2018,"Today Amb. Jackline Yonga; Director, Middle East Directorate, paid a courtesy call on Amb. Swaleh al Maskry, Chief of East Africa Department, Ministry of Foreign Affairs, Oman. She was accompanied by Amb Mohamed Dory Yakub &amp; Amb. Nassor Al Busaidy, Chief of Protocol of Oman.",Away,
3/30/2018,Foreign Affairs Cabinet Secretary Amb Monica Juma and the Kenyan delegation joined President @UKenyatta to a visit of Mozambique National Assembly; They were received by the Speaker Her Excellency Veronica Macamo Dlhovo,Away,
3/30/2018,Foreign Affairs Cabinet Secretary Amb Monica Juma accompanied President Uhuru Kenyatta to a visit of  Mozambique Memorial Heroes Square where the President laid the wreath on the memorial stone before visiting the Crypt.,Away,
3/29/2018,CS Ambassador Monica Juma and her counterpart Jose Antonio Nhalungo addressed a media conference on the highlights of President @UKenyatta visit to Mozambique,Away,
3/29/2018,"President @UKenyatta and President Filipe Nyusi witness the signing of two memoranda on Political Consultations, and  Trade and Investment between Kenya and Mozambique",Away,
3/29/2018,"Amb Monica Juma, CS for Foreign Affairs and International Trade is in Maputo, Mozambique where she is accompanying H.E. President Uhuru Kenyatta and First Lady Margaret Kenyatta, on a State visit to Mozambique.",Away,
3/29/2018,"H.E @UKenyatta is in Mozambique at the invitation of H.E Filipe Jacinto Nyusi, President of the Republic of Mozambique. The two leaders held  talks on various bilateral, &amp; multilateral issues of mutual interest including trade &amp; investments, the blue economy &amp; cultural linkages",Away,
3/28/2018,"CS Monica Juma on President Uhuru Kenyatta State Visit to Mozambique
'From Maputo to Lamu'",Away,
3/28/2018,"CS Monica Juma today hosted Somalia Foreign Affairs Minister Amb Ahmed Isse Awad in her office. The Ministers discussion focused on capacity building in the fields of health, teaching, administration and diplomacy for Somalia.",Receive,
3/27/2018,"Principal Secretary for Foreign Affairs  Amb. Macharia Kamau, today met the Deputy Minister for Foreign Affairs for non-European countries, Mr Martin Tlapa in Prague, Czech Republic. They discussed various issues of mutual interest.",Away,
3/26/2018,"CAS Hon. Ababu Namwamba in his element during the 61st Extraordinary Session of the IGAD Council of Ministers meeting in Addis Ababa, Ethiopia on March 26, 2018.",Away,
3/22/2018,"PDS Amb Tom Amolo today met a delegation from Mexico led by Director-General for Africa &amp; Middle East of the Secretariat of Foreign Relations of Mexico, Amb Jorge Alvarez Fuentes; they discussed Kenya-Mexico relations. Amb Erasmos Martinez, Mexican ambassador to Kenya was present",Receive,
3/18/2018,"CS Monica Juma rejoices with Principal Secretary for Sports Development, Amb Kirimi Kaberia after the opening of Kenya Mission in Havana. Kenya and Cuba are starting an exchange programme to leverage on each other's strength in different fields.",Away,
3/16/2018,"CS Juma today joined President Uhuru Kenyatta who is on a State visit to Cuba in visiting the Genetic Engineering and Biotechnology Centre, in Havana.",Away,
3/16/2018,"CS Monica Juma is received on arrival for a meeting by Maria del Carmen Concepción González, Minister of Food and Fisheries Industry of Cuba. The meeting was also attended by Gustavo Rodríguez Rollero, Cuban Minister of Agriculture.",Away,
3/15/2018,President Uhuru Kenyatta is received by senior Cuban presidency and foreign ministry officials on arrival at José Martí International Airport at the start of the State visit to Cuba.,Away,
3/15/2018,"CS Monica Juma: President @UKenyatta last evening arrived in Havana, Cuba, for a three-day State visit at the invitation of President Raul Castro, the first such visit by a Kenyan Head of State to the Caribbean country since independence.",Away,
3/13/2018,"CS Amb Monica Juma receives Minister of Foreign Affairs of the Arabic Republic of Egypt, Mr Sameh Shoukry at her office for bilateral engagements. Earlier, Mr Shoukry called on H.E President @Ukenyatta at State House Nairobi.",Receive,
3/6/2018,"CS Monica Juma today held bilateral discussions with visiting South Sudanese Minister for Foreign Affairs and International Cooperation, H.E. Deng Alor Kuol who called on her at @ForeignOfficeKE. The two Ministers discussed the situation in South Sudan and the region.",Receive,
1/26/2018,"PS Monica Juma with the Under Secretary of the Ministry of Foreign Affairs of the Sudan, Amb. Abd Elghani Elnaim Awad Elkarim who paid a courtesy. Present were H.E. Elsadic Abdalla Elias Diab, Amb. of The Sudan to Kenya; Amb. Osama Mahjoub and PDS, Amb Tom Amolo @amolosango",Receive,
1/17/2018,"CS @AMB_A_Mohammed and PS Monica Juma received and held talks with visiting Kenyan-born, Senator Lucy Gichuhi, Federal Senator for South Australia, and her delegation when she visited the Ministry yesterday. They discussed ways to further good relations between the two Countries.",Receive,
1/11/2018,CS@AMB_A_Mohammed: Accompanying @UKenyatta on a working visit to South Africa at invitation of H.E. Jacob Zuma,Away,
12/19/2017,"CS @AMB_A_Mohammed: With PS Monica Juma at Jomo Kenyatta International Airport, Nairobi, receiving Ugandan President H.E. Yoweri Kaguta Museveni on arrival for one-day official visit.",Receive,
12/5/2017,"CS @AMB_A_Mohammed: Held bilateral talks with H.E. Anthony Carmona, President of Trinidad and Tobago. We agreed on how to further enhance our mutual friendship and cooperate both at bilateral and multilateral levels.",Receive,
11/28/2017,Israeli Prime Minister H.E. Benjamin Netanyahu at Jomo Kenyatta International Airport (JKIA) earlier today on arrival for one-day official visit.,Receive,
10/18/2017,Political and Diplomatic Secretary Amb Tom Amolo today held consultations with Sri Lankan Charges de Affairs Ms Anzul Jhan @ForeignOfficeKE.,Receive,
10/9/2017,"PS Monica Juma today held a bilateral meeting with Prof. Ibrahim Ghandour, Minister of Foreign Affairs of the Sudan in Khartoum.",Away,
10/9/2017,"PS Monica Juma meeting with her counterpart in Khartoum, Amb Abdul Khani al Kareem, Under Secretary Ministry of Foreign Affairs of Sudan.",Away,
8/25/2017,"Cabinet Secretary Amb. Amina Mohamed is in Maputo,the Republic of Mozambique to attend the TICAD Ministerial meeting @AMB_A_Mohammed",Away,
7/24/2017,"CS @AMB_A_Mohammed: Held consultations with Ministers of Foreign Affairs of Djibouti, Mahamoud Ali Youssouf and Ethiopia's Workneh Gebeyehu.",Receive,
7/23/2017,CS @AMB_A_Mohammed: Met with my Tanzanian counterpart Hon. Augustine Mahiga to discuss implementation of decisions by our Heads of State.,Away,
7/3/2017,"CS @Amb_A_Mohammed: Held talks with the Foreign Minister of Benin, Mr. Aure’lien Agbenonci, this afternoon in Adddis Ababa",Away,
7/2/2017,"CS @Amb_A_Mohammed: Had a productive working luncheon with my Ethiopian counterpart, Dr. Workneh Gebeyehu, thereafter",Away,
7/1/2017,"CS @Amb_A_Mohammed: At Bole Int’l Airport, Addis Ababa, on arrival in Ethiopia for the 29th Ordinary Summit of the African Union",Away,
6/28/2017,"CS @AMB_A_Mohammed: Meeting with Mr Kentaro Sonoura, State Minister of Foreign Affairs of Japan; discussed various issues of mutual interest",Away,
5/30/2017,"CS@AMB_A_Mohammed: Held fruitful talks with Mr. Pe’ter Szijja’rto’, Minister for Foreign Affairs &amp; Trade of Hungary",Away,
5/28/2017,CS@AMB_A_Mohammed: At Budapest Int’l Airport. Happy to be in Hungary on official ministerial visit,Away,
5/26/2017,"CS@AMB_A_Mohammed: With UKenyatta on arrival in Taormina, Italy, for the G7 Summit",Away,
5/15/2017,"CS @AMB_A_Mohammed: Culture Minister of China, Luo Shugang and I,signed agreement on the establishment of the China Cultural Centre in Kenya",Away,
5/15/2017,CS @AMB_A_Mohammed: Held a meeting with H.E Wang Yi Minister for Foreign Affairs of China in Beijing last evening #BeltandRoadForum,Away,
4/28/2017,"PS Monica Juma when she received State Secretary for Foreign Affairs of Latvia H.E. Andrejs Pildegovics, who paid her a courtesy call.",Receive,
4/26/2017,Principal Secretary Monica Juma receives Pakistani Brigadier Mushtaq Ali who paid her a courtesy call earlier today at @ForeignOfficeKE.,Receive,
4/21/2017,"CS @AMB_A_Mohammed &amp;PS Monica Juma held a meeting with Egyptian Armed Forces,Medical Service Dept.led by Gen Dr. Khaled Mohamed.",Receive,
4/12/2017,Saudi Arabia Commerce and Investment Minister Majid Bin Abdulla Alqassabi is leading a business delegation to Kenya @AMB_A_Mohammed,Receive,
4/12/2017,CS @AMB_A_Mohammed with Saudi Arabia Commerce &amp; Investment Minister Majid Bin Abdulla Alqassabi who paid her a courtesy call.,Receive,
4/12/2017,"H.E @UKenyatta with Investors from Saudi Arabia led by Minister of Commerce&amp;Investment Majed bin Abdullah Al-Qasabi  at State House, Nairobi",Receive,
4/4/2017,Seychelles President Danny Faure visiting Kenya meat Commission in Athi River accompanied by CS @tunajibu,Receive,
3/29/2017,CS @AMB_A_Mohammed held consultations with South Sudan Foreign Minister Hon. Deng Alor Kuol,Receive,
3/25/2017,@AMB_A_Mohammed &amp; PS Monica Juma receive Uganda President @KagutaMuseveni on arrival at KICC to attend Special IGAD Summit onSomali Refugees,Receive,
3/25/2017,CS @AMB_A_Mohammed Receives Djibouti President Ismaïl Omar Guelleh when he arrived at KICC to attend Special IGAD Summit on Somali Refugees.,Receive,
3/25/2017,CS @AMB_A_Mohammed &amp; PS Juma receive South Sudan President Salva Kiir on arrival in KICC to attend Special IGAD Summit on Somalia Refugees.,Receive,
3/25/2017,@AMB_A_Mohammed &amp; PS Monica Juma receive Somali President Mohamed Abdullahi Mohamed on arrival at KICC for Special IGAD on Somalia refugees.,Receive,
3/25/2017,CS @AMB_A_Mohammed: Receiving Ugandan President @KagutaMuseveni at JKIA when he arrived to attend Special IGAD Summit on Somali refugees.,Receive,
3/24/2017,CS @AMB_A_Mohammed:Held bilateral talks with H.E President Mauricio Macri of Argentina on areas of mutual interest between the two countries,Receive,
3/9/2017,"CS @AMB_A_Mohammed: Received &amp; held bilateral talks w/ Sheikh Mohammed bin Abdulrahman bin Jassim Al-Thani,Foreign Affairs Minister of Qatar",Receive,
3/9/2017,Wang Weiguang is leading a visiting six-member delegation to further enhance mutual relations &amp; cooperation between China and African teams.,Receive,
3/9/2017,"CS @AMB_A_Mohammed and PS Monica Juma, welcoming H.E. Workneh Gebeyehu, Ethiopia Foreign Minister who is on a 2-day official visit to Kenya",Receive,
1/25/2017,CS @AMB_A_Mohammed: Delivered goodwill/special message to H.E. Patrice Talon President of the Republic of Benin from H.E. @UKenyatta,Away,
1/25/2017,"CS @AMB_A_Mohammed: Met and held talks with H.E. Patrice Talon President of the Republic of Benin in Cotonou, Benin yesterday.",Away,
1/24/2017,CS @AMB_A_Mohammed: In Benin for an official visit as we conclude campaign visits to seek my election to head AUC.,Away,
1/13/2017,"CS @AMB_A_Mohammed with Rwanda's FM @LMushikiwabo, were received by Mali Prime Minister Mr. Modibo Keita at Modibo Keita Senou Int'l Airport",Away,
1/13/2017,"CS @AMB_A_Mohammed: In Bamako Mali for the 27th Africa–France Summit themed: 'Partnership, Peace and Emergence'",Away,
1/10/2017,CS @AMB_A_Mohammed: Conveyed a letter from H.E President @UKenyatta to President Isaias Afwerki of the State of Eritrea,Away,
1/10/2017,"CS @AMB_A_Mohammed: Held talks with President of the State of Eritrea Isaias Afwerki in his office at Asmara, Eritrea",Away,
1/9/2017,"CS @AMB_A_Mohammed: In Eritrea,i will convey a letter from H.E @UKenyatta to President of the Republic of Eritrea Isaias Afewerki",Away,
1/9/2017,"CS @AMB_A_Mohammed::Arrived in Asmara, Eritrea today &amp; was warmly received by my counterpart Osman Saleh &amp; DG Information Issa Ahmed Issa",Away,
1/6/2017,CS @AMB_A_Mohammed: Held discussions with the President of Union of Comoros H.E  Azali Assomani at the Presidential Palace in Moroni.,Away,
1/5/2017,"CS @AMB_A_Mohammed: Paid a courtesy call to H.E Sir Anerood Jugnauth Prime Minister of Mauritius at his office,Port Lous Mauritius",Away,
1/5/2017,"CS @AMB_A_Mohammed while in Mauritius,i will attend Mauritius-Kenya Ministerial working session &amp; meet PM of Mauritius Sir Anerood Jugnauth",Away,
1/5/2017,CS @AMB_A_Mohammed arrived at the Sir Seewoosagur Ramgoolan  International Airport Mauritius early this Morning @Amb_Amina4AUC,Away,
1/4/2017,"H.E. @UKenyatta with Nigerian Special Envoy, Dr Kayode Fayemi, Minister for Solid Mineral Dev't, who called on him at State House, Mombasa.",Receive,
12/14/2016,CS @AMB_A_Mohammed: Introducing my delegation to President Filipe Nyusi of Mozambique @tunajibu,Away,
12/12/2016,"CS @Amb_Amina4AUC: Accompanied by my colleague CS Hon Najib Balala, we arrived in Luanda, Angola; We were received by Amb.Josphat Maikara",Away,
12/1/2016,"PS Monica Juma held bilateral meeting with Ms Tone Skogen, Deputy Foreign Minister of Norway; present was Norwegian Amb. Victor Ronnerberg",Away,
11/29/2016,"@AMB_A_Mohammed: At Bole International Airport, Addis Ababa with Rwandan FA Minister @LMushikiwabo &amp; Amb Catherine Mwangi.",Away,
11/25/2016,CS @AMB_A_Mohammed: Held a meeting with the new Foreign Minister of the Federal Democratic Republic of Ethiopia H.E. Dr. Workneh Gebeyehu.,Receive,
11/21/2016,CS @AMB_A_Mohammed: Glad to receive Belgium Deputy PM &amp; Minister of Foreign Affairs Mr Didier Reynders who is on a three-day visit to Kenya.,Receive,
11/17/2016,"Special Envoy, CS @AreroWario accompanied by Amb Cleland Leshore in Juba, present H.E. @UKenyatta Message to S. Sudan's President Salva Kiir",Away,
11/8/2016,"Ms. Lu Xu Deputy DG, Dept of Consular Affairs,Ministry of Foreign Affairs China, paid a courtesy call to PS Amb Monica Juma at the Ministry",Receive,
10/31/2016,CS @AMB_A_Mohammed: H.E John Pombe Magufuli President of the Republic of Tanzania arrives in Kenya for a two- day State visit.,Receive,
10/30/2016,CS @AMB_Mohammed: Joined H.E @UKenyatta for meeting with the Kenyan diaspora in Sudan this afternoon,Receive,
10/29/2016,CS @AMB_Mohammed: Accompanying @UKenyatta for official visit to Sudan at the invitation of H.E. Hassan Omar Al-Bashir,Away,
10/28/2016,"President Uhuru Kenyatta with Hon. Berge Brende, Minister for Foreign Affairs of Norway who paid his a courtesy call at State House, Nairobi",Receive,
10/23/2016,"CS @AMB_A_Mohammed:  Received by Amb Josphat Maikara on arrival in Luanda, Angola for the 7th High-Level GLR meeting",Away,
10/21/2016,"CS @AMB_A_Mohammed: Arrived in Oslo, Norway to attend WTO Ministerial Gathering 2016; With @Amb_Dr_Sang on arrival",Away,
10/16/2016,H.E. @UKenyatta: Met Ghanaian President John Dramani Mahama in Lome Togo. Requested him to consider support for our AUC Candidature.,Away,
10/16/2016,"H.E. @UKenyatta: Held meeting with Algerian Prime Minister Abdelmalek Sellal, requested his support for Kenya's Candidature to AUC.",Away,
10/14/2016,@AMB_A_Mohammed held bilateral talks with President Paul Kagame at State House Kigali last evening. Present was Rwanda F.M Louse Mushikiwabo,Away,
10/11/2016,South African President Jacob Zuma is received at State House Nairobi by his host H.E. @Ukenyatta during a historic State Visit to Kenya.,Receive,
10/11/2016,"Also at JKIA to receive President Zuma were CS Jacob Kaimenyi, Senator Zipporah Kitony &amp; South African amb. to Kenya Ms. Koleka A. Mqulwana.",Receive,
10/11/2016,CS @AMB_A_Mohammed receives South African President Jacob Zuma &amp; First Lady Sizakele Zuma at JKIA last night. Zuma is on 3-day State visit.,Receive,
9/26/2016,The King is on one day official visit &amp; will attend a joint military exercise between Royal Jordanian Armed Forces &amp; Kenya Defence Forces.,Receive,
9/26/2016,H.E. @PresidentKE receives His Majesty Abdullah II Ibn AI Hussein King of Hashemite Kingdom of Jordan at JKIA earlier today.,Receive,
9/25/2016,"Jordan's King Abdullah II arrives tomorrow for talks with President Kenyatta; South Africa's Jacob Zuma to visit on October 11, 2016.",Receive,
9/22/2016,CS @AMB_A_Mohammed: Held talks with Tunisia Foreign Minister Mr. Khemaies Jhinaoui,Receive,
9/20/2016,"CS @AMB_A_Mohammed: Held bilateral talks with H.E Lazarus Comanescu,Foreign Minister of Romania; flanked by PS Juma",Receive,
7/16/2016,"H.E @UKenyatta with Taib F. Fihri, Special Envoy of the King of Morocco when he delivered special message in Nairobi",Receive,
7/1/2016,"New ICGLR SG, Amb Muburi Muita is received in Bujumbura by Burundi's Minister of Foreign Affairs Mr. Alain Nyamitwe.",Away,
6/27/2016,CS @AMB_A_Mohammed: On arrival at Sir Seretse Khama Int'l Airport HE @UKenyatta was entertained by Botswana Dancers,Away,
6/27/2016,CS @AMB_A_Mohammed: During the visit by HE @UKenyatta Kenya and Botswana will sign bilateral agreements,Away,
6/27/2016,CS @AMB_A_Mohammed: HE @UKenyatta arrives in Gaborone Botswana for a 3-day State Visit.,Away,
6/16/2016,"CS @AMB_A_Mohammed: President @UKenyatta arrives for a meeting with Kenya Diaspora in Belgium,Brussels this evening",Away,
6/15/2016,CS @AMB_A_Mohammed:Joined H.E @UKenyatta during Bilateral meeting held with Prime Minister of Belgium Charles Michel,Away,
6/15/2016,On arrival  to Brussels H.E @UKenyatta was received by Kenya Ambassador to Belgium Amb Johnson Weru,Away,
6/13/2016,"CS @AMB_A_Mohammed:  Received H.E President Kenyatta at the Quatro De Fevereiro Airport, Luanda, Angola this evening",Away,
6/13/2016,"CS @AMB_A_Mohammed: Held talks with Dr. Speciosa Wandira-Kazibwe, in Luanda, Angola, this morning @SpeciosaW",Away,
6/12/2016,"CS @AMB_A_Mohammed: Held talks with Minister of State for Foreign Affairs of the Sudan, Dr. EbaidAalla Mohamed",Away,
5/18/2016,CS @Amb_A_Mohammed: Arrived at the Fiumicino International Airport in Italy earlier today,Away,
5/5/2016,CS @AMB_A_Mohammed today met Botswana Minister for Foreign Affairs Dr. Pelonomi Venfon-Moitoi who called on her.,Receive,
4/26/2016,CS @AMB_A_Mohammed concludes a two days official visit to Cuba.,Away,
4/24/2016,"CS @AMB_A_Mohammed in Cuba for an official visit and was received by Gerardo Penaluer Dir.General, Bilateral Affairs",Away,
4/3/2016,CS@AMB_A_Mohammed: Received @UKenyatta at Orly Airport on arrival to France for state visit this evening,Away,
3/6/2016,CS @AMB_A_Mohammed: President John Mahama of Ghana paid official visit to Kenya in December 2014,Receive,
3/2/2016,President @UKenyatta in a tete-a-tete with his host Tanzania President John P. J. Magufuli before EAC Summit today.,Away,
2/23/2016,"CS @AMB_A_Mohammed: Joined @UKenyatta for bilateral talks with Israeli Prime Minister, HE Benjamin Netanyahu",Away,
2/23/2016,CS @AMB_A_Mohammed: Talks with President Rivlin focused on a wide range of issues of cooperation with Israel,Away,
2/22/2016,CS @AMB_A_Mohammed: Accompanying @UKenyatta on a state visit to Israel at the invitation of H.E. PM Netanyahu,Away,
2/22/2016,"CS @AMB_A_Mohammed: With @UKenyatta on arrival at the Ben Gurion Int'l Airport, Tel Aviv, Israel, this evening",Away,
1/31/2016,"CS @AMB_A_Mohammed: Met the Cuban Director of Sub-Saharan Affairs Mr. Angel Hernandez, in Addis earlier this evening",Away,
1/31/2016,"CS @AMB_A_Mohammed: Held bilateral talks with Dr. Abdusalam Omer, Minister of Foreign Affairs of Somalia",Away,
1/30/2016,"CS @AMB_A_Mohammed: Held talks with Amb. Hossein Molla, Special Envoy of the President of Iran this evening in Addis",Away,
1/29/2016,CS @AMB_A_Mohammed: Held a meeting with my Senegalese counterpart H.E Mankeur Ndiaye this afternoon in Addis Ababa,Away,
